"","guilty","strength","gunstrength","probability","gunprob","check1","firetestcred","algtestcred","overrel","examrel","algrel","examsci","oversci","algsci","expunder","algunder","mistakes","firerel","check2","firesci","unique","harm","time","scenario_number","fingerprint","algorithm","picture","conclusion","typos"
"461","No","1 <br/> Not at all strong","1 <br/> Not at all strong",10,0,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"3 <br/> I understood about half of the method",NA,"Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658361789.54319,3,"c9a9c6d11346bb3bf2ab4d64da58d2f3","No","No","NoMatch","Uncorrected"
"462","No","1 <br/> Not at all strong","1 <br/> Not at all strong",20,20,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Occasionally","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658361834.04159,3,"2f68e4e037a32d63270e83253d954e97","No","No","NoMatch","Uncorrected"
"463","Yes","5 <br/> Moderately strong","5 <br/> Moderately strong",80,78,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"3 <br/> I understood about half of the method",NA,"Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658361943.871,4,"353d2d29b6bd40183f5f30af9bb8ed5b","No","Yes","Match","Uncorrected"
"464","Yes","9 <br/> Extremely strong","9 <br/> Extremely strong",98,98,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658362226.7916,1,"341b6761f3b9569593b5299db24b04c9","No","No","Match","Uncorrected"
"465","Yes","7.0","8.0",95,95,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658362351.48707,1,"4d4a9f7a25fc99608fed934207398498","No","No","Match","Uncorrected"
"466","No","4.0","2.0",29,20,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Neither scientific nor unscientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Weakly scientific","Yes","The errors are equally bad",1658363197.03242,2,"d058e0832681fbc62b3f239d1c1a21e2","No","No","Inconclusive","Uncorrected"
"467","No","1 <br/> Not at all strong","1 <br/> Not at all strong",10,2,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Rarely","Moderately reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658363375.99916,6,"1883ce9c061eedaf846c3394f6f94840","No","Yes","NoMatch","Uncorrected"
"468","Yes","7.0","6.0",70,60,"9mm","Weakly noncredible",NA,NA,"Weakly unreliable",NA,"Extremely unscientific",NA,NA,"3 <br/> I understood about half of the method",NA,"Occasionally","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658363780.03806,1,"70b5a32a66e2b7f2e01d16501929a2ee","No","No","Match","Uncorrected"
"469","No","3.0","2.0",17,20,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Extremely scientific",NA,NA,"4.0",NA,"Rarely","Moderately reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658365050.75156,5,"05836bfb8541a2c24855789804237d4b","No","Yes","Inconclusive","Uncorrected"
"470","No","1 <br/> Not at all strong","1 <br/> Not at all strong",20,11,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658365077.11739,5,"69e7a46dbe8098b3b0505452ea20a761","No","Yes","Inconclusive","Uncorrected"
"471","No","9 <br/> Extremely strong","1 <br/> Not at all strong",10,5,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Moderately unscientific",NA,NA,"4.0",NA,"Sometimes","Moderately unreliable","Moderately reliable","Moderately unscientific","No","Erroneously convicting an innocent person",1658365123.00273,3,"b3736259b736b764df98bfabef00aa62","No","No","NoMatch","Uncorrected"
"472","Yes","7.0","8.0",89,90,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658365161.60377,4,"a7fd72c5ca37b7523bca9e400f1ec69c","No","Yes","Match","Uncorrected"
"473","Yes","6.0","8.0",70,80,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658366980.06512,1,"7e09b5bf331afd0db6100dfa6ddb4ab9","No","No","Match","Uncorrected"
"474","Yes","8.0","9 <br/> Extremely strong",75,95,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Sometimes","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658367195.12709,2,"0a595a6dbb9f109ef5bf3117ce0f77dd","No","No","Inconclusive","Uncorrected"
"475","No","3.0","5 <br/> Moderately strong",90,97,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"4.0",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Failing to convict a guilty person",1658367980.10444,5,"eb605490d6c8a9621d59f0610010ff45","No","Yes","Inconclusive","Uncorrected"
"476","No","1 <br/> Not at all strong","1 <br/> Not at all strong",26,21,"9mm","Moderately noncredible",NA,NA,"Moderately unreliable",NA,"Extremely unscientific",NA,NA,"4.0",NA,"Frequently","Moderately unreliable","Moderately reliable","Moderately unscientific","Yes","The errors are equally bad",1658368567.63518,2,"98ebdcfd5c025308f739f77adb47d3d7","No","No","Inconclusive","Uncorrected"
"477","No","3.0","4.0",50,50,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Weakly scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Weakly reliable","Moderately reliable","Weakly scientific","Yes","Erroneously convicting an innocent person",1658369100.75043,3,"96f01fd713aaf49d2a9980b2cc5623a2","No","No","NoMatch","Uncorrected"
"478","No","5 <br/> Moderately strong","5 <br/> Moderately strong",70,70,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658369447.78465,4,"24e3144d81c4795e1fd0e7a30819bf8a","No","Yes","Match","Uncorrected"
"479","No","2.0","2.0",20,15,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658371327.35524,5,"6769fabf73a8a94fa9120a6685c21cd8","No","Yes","Inconclusive","Uncorrected"
"480","No","7.0","9 <br/> Extremely strong",70,94,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Weakly scientific",NA,NA,"4.0",NA,"Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658413703.28627,4,"c45f6643999d0cb272aad005b25f3ccd","No","Yes","Match","Corrected"
"481","Yes","5 <br/> Moderately strong","5 <br/> Moderately strong",65,61,"9mm","Neither credible nor noncredible",NA,NA,"Neither reliable nor unreliable",NA,"Moderately unscientific",NA,NA,"3 <br/> I understood about half of the method",NA,"Sometimes","Neither reliable nor unreliable","Weakly reliable","Neither scientific nor unscientific","Yes","Erroneously convicting an innocent person",1658414922.15975,2,"1bcb17391a24cfdbd289505dcc06db94","No","No","Inconclusive","Corrected"
"482","No","2.0","2.0",5,1,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658414925.00249,3,"227b7829607e4ddf30f8936382804766","No","No","NoMatch","Corrected"
"483","Yes","9 <br/> Extremely strong","9 <br/> Extremely strong",100,100,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Failing to convict a guilty person",1658415256.86069,4,"918065f0f601c4a1b56829c6b9692b77","No","Yes","Match","Corrected"
"484","Yes","7.0","9 <br/> Extremely strong",75,95,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"4.0",NA,"Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658415403.33107,4,"109d94c71e61b439fc58f7de652218b8","No","Yes","Match","Corrected"
"485","No","1 <br/> Not at all strong","1 <br/> Not at all strong",10,1,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658416111.46672,2,"4e4b6f258bb2a8da6391b4f61fae779f","No","No","Inconclusive","Corrected"
"486","No","5 <br/> Moderately strong","2.0",50,50,"9mm","Moderately noncredible",NA,NA,"Moderately unreliable",NA,"Moderately unscientific",NA,NA,"4.0",NA,"Rarely","Moderately unreliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658421765.46727,2,"ca0e56c91ffe422b3627ef4c4cf1bfbf","No","No","Inconclusive","Corrected"
"487","No","5 <br/> Moderately strong","5 <br/> Moderately strong",75,75,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"4.0",NA,"Rarely","Moderately reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658423155.47696,2,"77ba04cc82ca87e635d649811eb33112","No","No","Inconclusive","Corrected"
"488","No","1 <br/> Not at all strong","1 <br/> Not at all strong",0,0,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Occasionally","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658423399.79794,2,"5a1de4b3091407df7acde6773dea6ee0","No","No","Inconclusive","Corrected"
"489","No","1 <br/> Not at all strong","1 <br/> Not at all strong",3,3,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658423480.44608,2,"7f81e1a78095065794fce1c49b67519c","No","No","Inconclusive","Corrected"
"490","No","1 <br/> Not at all strong","1 <br/> Not at all strong",0,50,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658424110.06722,5,"36fc32542980eee38e5fbd8cc5915f56","No","Yes","Inconclusive","Corrected"
"491","No","2.0","2.0",5,5,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658425956.12291,3,"c0232ce0094ad76b154caa4df6267915","No","No","NoMatch","Corrected"
"492","No","1 <br/> Not at all strong","1 <br/> Not at all strong",0,0,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658426189.94643,3,"e91e81fdd8a639eb4ec7c83ff4822b69","No","No","NoMatch","Corrected"
"493","No","1 <br/> Not at all strong","1 <br/> Not at all strong",5,4,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658426311.14664,6,"1e483e0d07120f13d1474edcdd11cbdf","No","Yes","NoMatch","Corrected"
"494","No","1 <br/> Not at all strong","1 <br/> Not at all strong",2,2,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658427465.44146,2,"328100dc6eb76c964004c9fdb00b76bb","No","No","Inconclusive","Corrected"
"495","No","1 <br/> Not at all strong","1 <br/> Not at all strong",50,50,"9mm","Moderately credible",NA,NA,"Extremely unreliable",NA,"Weakly scientific",NA,NA,"4.0",NA,"Rarely","Weakly reliable","Moderately reliable","Weakly scientific","Yes","The errors are equally bad",1658429029.48285,1,"19a5fd5e5db6a5c0a5e6070911b976e5","No","No","Match","Corrected"
"496","No","6.0","7.0",85,85,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658429372.17781,6,"ebc0e649dbb327b4084f74adba6d8477","No","Yes","NoMatch","Corrected"
"497","No","4.0","4.0",40,40,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Weakly scientific",NA,NA,"5 <br/> I understood everything",NA,"Sometimes","Weakly reliable","Moderately reliable","Weakly scientific","No","The errors are equally bad",1658429491.56453,2,"dd377d054b9b289c675ee344167879a7","No","No","Inconclusive","Corrected"
"498","No","2.0","2.0",10,10,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately unscientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658430802.86994,3,"a75e6b8a8069d4f7f0b42cc10eaf5b51","No","No","NoMatch","Corrected"
"499","No","2.0","1 <br/> Not at all strong",30,15,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Occasionally","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658430879.19528,5,"acc14a0b90f2960a918d36c168cdf232","No","Yes","Inconclusive","Corrected"
"500","No","1 <br/> Not at all strong","1 <br/> Not at all strong",5,5,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Occasionally","Moderately unreliable","Moderately reliable","Moderately unscientific","Yes","Erroneously convicting an innocent person",1658431042.25954,5,"e431e7b089a6d3e6ea72dcf3bb756270","No","Yes","Inconclusive","Corrected"
"501","No","2.0","1 <br/> Not at all strong",0,0,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658432769.76639,3,"20cbc3a9f6db44351d8820206a4a1a63","No","No","NoMatch","Corrected"
"502","No","3.0","5 <br/> Moderately strong",28,59,"9mm","Moderately credible",NA,NA,"Weakly unreliable",NA,"Weakly scientific",NA,NA,"4.0",NA,"Rarely","Weakly unreliable","Moderately reliable","Weakly scientific","Yes","Erroneously convicting an innocent person",1658432908.97511,4,"25d2e7ecf174bb5b6255b9532f8c919f","No","Yes","Match","Corrected"
"503","Yes","8.0","9 <br/> Extremely strong",90,100,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658434705.40844,4,"14a7325addab3e4b7be688390f34b096","No","Yes","Match","Corrected"
"504","No","4.0","1 <br/> Not at all strong",15,10,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Rarely","Moderately reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658434917.97505,6,"f6fea1c44a378063a9e955a5a81b1405","No","Yes","NoMatch","Corrected"
"505","Yes","8.0","8.0",92,94,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658434993.64441,4,"ced3792f761123b48c81d1f2743d7001","No","Yes","Match","Corrected"
"506","Yes","8.0","9 <br/> Extremely strong",80,98,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658435240.67994,4,"3328c9dbf6a533e80d0cb91b616fca76","No","Yes","Match","Corrected"
"507","No","1 <br/> Not at all strong","1 <br/> Not at all strong",5,2,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658435263.49617,5,"0bdfc0ad1a8312d7428be50fa5df8304","No","Yes","Inconclusive","Corrected"
"508","No","1 <br/> Not at all strong","1 <br/> Not at all strong",0,0,"9mm","Extremely noncredible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"4.0",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658435828.43273,3,"b133ad2c1124dee067766343ad1571a7","No","No","NoMatch","Corrected"
"509","Yes","5 <br/> Moderately strong","5 <br/> Moderately strong",62,50,"9mm","Extremely noncredible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"3 <br/> I understood about half of the method",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658436008.29641,1,"fdb6b672f8f5ef8784328657c5cd1360","No","No","Match","Corrected"
"510","No","5 <br/> Moderately strong","5 <br/> Moderately strong",89,89,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Occasionally","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658438088.72828,1,"cfc905ed09eeef16adc2f4601e80198d","No","No","Match","Corrected"
"511","No","8.0","8.0",90,91,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658438676.18279,4,"37adb7ef2862638d64216dcb7e7c52ab","No","Yes","Match","Corrected"
"512","No","1 <br/> Not at all strong","3.0",30,36,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Occasionally","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658445571.59825,2,"76ba749275f76cc280695a17568360e9","No","No","Inconclusive","Corrected"
"513","No","1 <br/> Not at all strong","3.0",30,36,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Occasionally","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658445571.59825,2,"76ba749275f76cc280695a17568360e9","No","No","Inconclusive","Corrected"
"514","Yes","8.0","9 <br/> Extremely strong",91,95,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658450389.93018,4,"3aedbba3dfda70a5824a904d25c87e40","No","Yes","Match","Corrected"
"515","Yes","9 <br/> Extremely strong","9 <br/> Extremely strong",50,96,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"4.0",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658450581.56179,1,"82500a55004489a3d52bc71438aef158","No","No","Match","Corrected"
"516","No","2.0","2.0",4,3,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Sometimes","Neither reliable nor unreliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658450635.72037,6,"b8c987c8ae4d00fe0b2a778427ffde19","No","Yes","NoMatch","Corrected"
"518","Yes","7.0","6.0",90,90,"9mm","Moderately credible",NA,NA,"Weakly unreliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658450669.31708,2,"10cdfe349a3d273c7c96341361f51584","No","No","Inconclusive","Corrected"
"519","No","1 <br/> Not at all strong","1 <br/> Not at all strong",0,0,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Occasionally","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658450726.44366,6,"77e695720f54ae0c80178d1a6195cba2","No","Yes","NoMatch","Corrected"
"520","No","1 <br/> Not at all strong","1 <br/> Not at all strong",1,1,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"4.0",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658450810.17452,2,"d74ee24dfa92ac12180fbd84ad9247fc","No","No","Inconclusive","Corrected"
"521","No","1 <br/> Not at all strong","1 <br/> Not at all strong",2,2,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658450986.87474,6,"4169b9d6d833038376d04b11f1d41f3f","No","Yes","NoMatch","Corrected"
"522","Yes","9 <br/> Extremely strong","9 <br/> Extremely strong",99,99,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658451280.71898,1,"4d85250c3ed0ee0054d802c35b1482c1","No","No","Match","Corrected"
"523","No","1 <br/> Not at all strong","1 <br/> Not at all strong",10,1,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Sometimes","Extremely reliable","Moderately unreliable","Extremely scientific","Yes","The errors are equally bad",1658452141.52822,3,"ba192f4c78c376f54e0308151e01d516","No","No","NoMatch","Corrected"
"524","No","3.0","4.0",19,23,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658452314.5649,3,"e6b0ccba7cd8bd0ecea8089dda22a497","No","No","NoMatch","Corrected"
"525","Yes","9 <br/> Extremely strong","9 <br/> Extremely strong",100,100,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Failing to convict a guilty person",1658452527.62431,4,"b32867041d9c0b8d5a2102b45b2cf89f","No","Yes","Match","Corrected"
"526","No","2.0","1 <br/> Not at all strong",5,2,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658452934.10695,6,"351b269894de0f4c883c956fdd085be0","No","Yes","NoMatch","Corrected"
"527","No","1 <br/> Not at all strong","1 <br/> Not at all strong",6,5,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"4.0",NA,"Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658453107.67411,5,"d51fa91a51641b41f6208f0c8ef177b5","No","Yes","Inconclusive","Corrected"
"528","No","5 <br/> Moderately strong","8.0",30,90,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658453764.41504,4,"6831cd2c76e82038a34155d775852e96","No","Yes","Match","Corrected"
"529","No","3.0","3.0",20,25,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Rarely","Moderately reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658453944.37783,2,"5bc17a0c61741c76fafaddbcf9c7eb27","No","No","Inconclusive","Corrected"
"532","No","5 <br/> Moderately strong","7.0",70,80,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"3 <br/> I understood about half of the method",NA,"Sometimes","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Failing to convict a guilty person",1658454749.00153,6,"65a8d1578f8cec0d7090e0c3e6a0f851","No","Yes","NoMatch","Corrected"
"533","Yes","5 <br/> Moderately strong","6.0",74,76,"9mm","Extremely noncredible",NA,NA,"Moderately unreliable",NA,"Extremely unscientific",NA,NA,"3 <br/> I understood about half of the method",NA,"Rarely","Moderately reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658454970.04325,4,"749b39234afb2c20b89340a2e17a430f","No","Yes","Match","Corrected"
"534","Yes","7.0","7.0",90,80,"9mm","Weakly noncredible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Sometimes","Moderately reliable","Extremely reliable","Extremely scientific","Yes","The errors are equally bad",1658455477.16453,6,"e6dd45b43c42bfe4ae124cca7cd33084","No","Yes","NoMatch","Corrected"
"535","Yes","5 <br/> Moderately strong","6.0",50,60,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Extremely scientific",NA,NA,"3 <br/> I understood about half of the method",NA,"Rarely","Moderately reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658455962.40283,1,"5700a328aa7fe754c1f839a57380897a","No","No","Match","Corrected"
"536","Yes","9 <br/> Extremely strong","9 <br/> Extremely strong",98,98,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Failing to convict a guilty person",1658456136.9744,4,"059eca10dc77707752ccfd649744c9a0","No","Yes","Match","Corrected"
"537","No","4.0","4.0",45,47,"22mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Frequently","Weakly reliable","Moderately reliable","Weakly scientific","Yes","Erroneously convicting an innocent person",1658456580.74753,5,"01182c1092606a0b9efd8289307c3a8a","No","Yes","Inconclusive","Corrected"
"538","No","8.0","1 <br/> Not at all strong",10,2,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658456746.47008,6,"17fe05c1bd78b2f4c8ad320213aceb54","No","Yes","NoMatch","Corrected"
