"","race","gender","age","income","gunown","guncomfort","time.x","conclusion.x","random_number","actual_time1","educ","vote","poli","arrest","state","jury","jurycrim","time.y","conclusion.y","actual_time2","guilty","strength","prob_hide","check","guilt_free_num","guilt_free_denom","innocent_free_num","innocent_free_denom","prob_vis","guilt_bet","innocent_bet","fixed_like","time.x.x","conclusion.x.x","page_count","opinion_guilt","open_info","actual_time3","order","time.y.y","conclusion.y.y","clean_prints","clean_id"
"156","White","Male","56 - 65","$100,000 - $149,999","Yes","Extremely Comfortable",1685869637.70874,"Match",0.46471202140674,"2023-06-04 04:07:17","Professional degree","No consistent preference","Somewhat Liberal","No","WA","No","N/A",1685869658.28441,"Match","2023-06-04 04:07:38","No","4",76,"9mm",8,10,NA,NA,80,NA,50,"About 9 chances in 10",1685870458.81017,"Match",24,"No","I think the defendant was probably in possession of a firearm that was used to fire a round into the ceiling of the store.","2023-06-04 04:20:58",5427316,1685869637.7221,"Match",233,278
"157","White","Female","46 - 55","$100,000 - $149,999","No","Neither Comfortable nor Uncomfortable",1685880459.10248,"NoMatch",0.757307135965675,"2023-06-04 07:07:39","4 year degree","No consistent preference","Middle of the Road","No","SC","No","N/A",1685880480.99447,"NoMatch","2023-06-04 07:08:00","No","1 <br/> Not at all strong",25,"9mm",1,50,NA,NA,11,NA,30,"About 1 chance in 100",1685880800.17755,"NoMatch",24,"No","There is no evidence he did it. ","2023-06-04 07:13:20",2531746,1685880459.11156,"NoMatch",233,74
"158","White","Male","46 - 55","$100,000 - $149,999","No","Slightly Uncomfortable",1685880515.9089,"Match",0.828747923718765,"2023-06-04 07:08:35","4 year degree","Democratic","Somewhat Liberal","No","MD","No","N/A",1685880543.74262,"Match","2023-06-04 07:09:03","Yes","8",97,"9mm",NA,NA,1,100,98,50,NA,"About 9,999 chances in 10,000",1685881385.55543,"Match",24,"Yes","I think that most likely he is lying about not being the person who fired the bullet.","2023-06-04 07:23:05",3642715,1685880515.92091,"Match",204,126
"159","White","Male","26 - 35","$40,000 - $49,999","No","Moderately Uncomfortable",1685880565.51354,"Match",0.329218794824556,"2023-06-04 07:09:25","4 year degree","Democratic","Very Liberal","No","IL","No","N/A",1685880600.25824,"Match","2023-06-04 07:10:00","Yes","5 <br/> Moderately strong",73,"22mm",NA,NA,3,5,75,25,NA,"1 chance in 2 (fifty-fifty chance)",1685881570.44894,"Match",24,"Yes","Based on Terry Smith's testimony, it certainly sounds like there is a strong case that Richard Cole is guilty. Terry Smith answered the questions expertly and concisely, and seems to be steadfast in his evaluation.","2023-06-04 07:26:10",5361472,1685880565.52527,"Match",196,78
"160","White","Female","46 - 55","$90,000 - $99,999","No","Moderately Uncomfortable",1685880651.76988,"Match",0.822311470052227,"2023-06-04 07:10:51","Professional degree","Democratic","Somewhat Liberal","No","ME","No","N/A",1685880687.34517,"Match","2023-06-04 07:11:27","Yes","7",98,"9mm",NA,NA,1,100,97,48,NA,"About 99 chances in 100",1685881651.06031,"Match",24,"Yes","He does seem guilty beyond a reasonable doubt.  The gun that was almost certainly used in the crime was found in his sole posession.","2023-06-04 07:27:31",3571246,1685880651.7817,"Match",147,128
"161","White","Female","36 - 45","$20,000 - $29,999","No","Slightly Comfortable",1685883711.60563,"NoMatch",0.0223742134403437,"2023-06-04 08:01:51","4 year degree","No consistent preference","Middle of the Road","Yes","WI","Yes","Yes",1685883754.36597,"NoMatch","2023-06-04 08:02:34","No","2",8,"9mm",1,50,NA,NA,10,NA,0,"About 1 chance in 100",1685884261.79565,"NoMatch",24,"No","I think he was not the person who shot the firearm in the store","2023-06-04 08:11:01",1762435,1685883711.61193,"NoMatch",67,92
"162","White","Male","26 - 35","$30,000 - $39,999","Yes","Extremely Uncomfortable",1685884519.88481,"Match",0.424639369593933,"2023-06-04 08:15:19","4 year degree","Republican","Very Conservative","No","VA","No","N/A",1685884546.40347,"Match","2023-06-04 08:15:46","Yes","9 <br/> Extremely strong",92,"9mm",NA,NA,1,10,90,50,NA,"About 9,999 chances in 10,000",1685885776.36849,"Match",24,"Yes","The defendant has not yet had a chance to speak for themself. Based purely on the educated opinion of the medical examiner, it certainly sounds like it is an open and shut case, however; not all voices have been heard yet.","2023-06-04 08:36:16",6752431,1685884519.89181,"Match",17,28
"163","White","Female","46 - 55","$100,000 - $149,999","No","Extremely Uncomfortable",1685884600.58603,"NoMatch",0.271447259001434,"2023-06-04 08:16:40","4 year degree","Democratic","Very Liberal","No","FL","Yes","Yes",1685884622.23949,"NoMatch","2023-06-04 08:17:02","No","1 <br/> Not at all strong",27,"9mm",1,50,NA,NA,4,NA,40,"About 1 chance in 100",1685885109.31436,"NoMatch",24,"No","I think there is not enough evidence to convict him on this charge from what I have read so far.","2023-06-04 08:25:09",1526743,1685884600.59269,"NoMatch",103,193
"164","White","Female","56 - 65","$20,000 - $29,999","Yes","Extremely Comfortable",1685884705.39612,"NoMatch",0.30036365869455,"2023-06-04 08:18:25","Some college","Republican","Somewhat Conservative","No","MT","Yes","Yes",1685884736.96293,"NoMatch","2023-06-04 08:18:56","No","1 <br/> Not at all strong",0,"9mm",1,100,NA,NA,0,NA,50,"About 1 chance in 10,000",1685885723.92633,"NoMatch",24,"No","I believe the defendant is not guilty. He unfortunately carried a 9mm which implicated him in the robbery.","2023-06-04 08:35:23",5241367,1685884705.40794,"NoMatch",123,175
"165","White","Female","56 - 65","$70,000 - $79,999","No","Extremely Uncomfortable",1685885507.25839,"NoMatch",0.0814740555360913,"2023-06-04 08:31:47","4 year degree","Democratic","Somewhat Liberal","No","MA","No","N/A",1685885543.13739,"NoMatch","2023-06-04 08:32:23","No","1 <br/> Not at all strong",3,"9mm",3,100,NA,NA,3,NA,50,"About 99 chances in 100",1685886850.73215,"NoMatch",24,"No","Not guilty","2023-06-04 08:54:10",3675241,1685885507.26459,"NoMatch",138,190
"166","White","Female","46 - 55","$100,000 - $149,999","No","Moderately Comfortable",1685890881.21927,"Match",0.88341960334219,"2023-06-04 10:01:21","Professional degree","Republican","Somewhat Conservative","Yes","AZ","No","N/A",1685890906.24761,"Match","2023-06-04 10:01:46","Yes","9 <br/> Extremely strong",98,"9mm",NA,NA,1,100,99,100,NA,"Certain to be guilty",1685891268.70923,"Match",24,"Yes","He is likely guilty","2023-06-04 10:07:48",6143752,1685890881.22817,"Match",153,161
"167","White","Male","Over 65","$90,000 - $99,999","Yes","Slightly Comfortable",1685896489.34423,"NoMatch",0.0374794388189912,"2023-06-04 11:34:49","4 year degree","No consistent preference","Middle of the Road","No","CO","No","N/A",1685896522.97978,"NoMatch","2023-06-04 11:35:22","No","1 <br/> Not at all strong",0,"9mm",2.99,100,NA,NA,3,NA,50,"About 1 chance in 10,000",1685897865.20274,"NoMatch",24,"No","he did not fire the gun in the store and is not guilty.","2023-06-04 11:57:45",5431276,1685896489.35341,"NoMatch",54,275
"168","Hispanic","Male","26 - 35","$100,000 - $149,999","No","Moderately Comfortable",1685896607.02256,"Match",0.0466281161643565,"2023-06-04 11:36:47","4 year degree","Republican","Somewhat Liberal","Yes","TX","No","N/A",1685896637.15882,"Match","2023-06-04 11:37:17","No","6",65,"9mm",NA,NA,1,2,70,30,NA,"1 chance in 2 (fifty-fifty chance)",1685897837.0969,"Match",24,"Yes","He might be guilty because of the examiner testimony and tests he did with the same fire arm ","2023-06-04 11:57:17",1762534,1685896607.0292,"Match",193,138
"169","Black or African American","Male","26 - 35","More than $150,000","No","Moderately Uncomfortable",1685896839.26381,"NoMatch",0.0241313949227333,"2023-06-04 11:40:39","4 year degree","Democratic","Very Liberal","No","TX","No","N/A",1685896860.61798,"NoMatch","2023-06-04 11:41:00","No","1 <br/> Not at all strong",2,"9mm",2.5,100,NA,NA,2,NA,50,"About 1 chance in 100",1685897431.37264,"NoMatch",24,"No","not guilty","2023-06-04 11:50:31",2531647,1685896839.27029,"NoMatch",233,66
"170","White","Female","36 - 45","$80,000 - $89,999","No","Extremely Uncomfortable",1685897854.33053,"Match",0.304687382886186,"2023-06-04 11:57:34","4 year degree","Democratic","Very Liberal","No","MI","No","N/A",1685897868.3524,"Match","2023-06-04 11:57:48","No","4",50,"9mm",NA,NA,1,100,50,25,NA,"1 chance in 2 (fifty-fifty chance)",1685898124.56647,"Match",24,"Yes","I think that the gun was the one fired but there's no proof of who shot it.","2023-06-04 12:02:04",3514276,1685897854.34279,"Match",186,125
"171","White","Male","Over 65","$100,000 - $149,999","Yes","Extremely Comfortable",1685898464.54241,"Match",0.887726719724014,"2023-06-04 12:07:44","Professional degree","No consistent preference","Somewhat Conservative","Yes","VA","No","N/A",1685898501.34395,"Match","2023-06-04 12:08:21","Yes","9 <br/> Extremely strong",74,"9mm",NA,NA,1,100,85,45,NA,"About 99 chances in 100",1685899497.80691,"Match",24,"Yes","Defendant is guilty.","2023-06-04 12:24:57",3751246,1685898464.55438,"Match",56,52
"172","White","Male","26 - 35","$70,000 - $79,999","No","Slightly Comfortable",1685898601.81384,"NoMatch",0.153038733405992,"2023-06-04 12:10:01","4 year degree","Democratic","Very Liberal","Yes","VA","No","N/A",1685898639.46771,"NoMatch","2023-06-04 12:10:39","No","1 <br/> Not at all strong",3,"9mm",1,414000000004,NA,NA,4,NA,50,"About 1 chance in 10,000",1685899332.98819,"NoMatch",24,"No","He's innocent ","2023-06-04 12:22:12",5264371,1685898601.82523,"NoMatch",233,41
"173","Black or African American","Female","18 - 25","$50,000 - $59,999","No","Moderately Uncomfortable",1685899134.28554,"Match",0.75111958803609,"2023-06-04 12:18:54","4 year degree","Democratic","Somewhat Liberal","No","GA","No","N/A",1685899148.07411,"Match","2023-06-04 12:19:08","Yes","9 <br/> Extremely strong",98,"9mm",NA,NA,1,50,98,25,NA,"About 99 chances in 100",1685899380.07665,"Match",24,"Yes","The defendant has a lot of evidence stacked against him, given what the examiner said, so I believe he is guilty.","2023-06-04 12:23:00",2643715,1685899134.29789,"Match",43,102
"174","White","Male","26 - 35","$80,000 - $89,999","No","Moderately Uncomfortable",1685904044.00641,"Match",0.0981509587727487,"2023-06-04 13:40:44","4 year degree","Democratic","Somewhat Liberal","No","IL","No","N/A",1685904061.50438,"Match","2023-06-04 13:41:01","Yes","6",99,"9mm",NA,NA,1,100,99,48,NA,"About 99 chances in 100",1685904486.22811,"Match",24,"Yes","I think that it was probably him who was in the store that day.","2023-06-04 13:48:06",3741625,1685904044.01593,"Match",179,35
"175","White","Female","56 - 65","$60,000 - $69,999","Yes","Extremely Comfortable",1685904115.24092,"NoMatch",0.670151347992942,"2023-06-04 13:41:55","High school graduate","Republican","Somewhat Conservative","No","PA","No","No",1685904134.20419,"NoMatch","2023-06-04 13:42:14","No","1 <br/> Not at all strong",5,"9mm",1,100,NA,NA,3,NA,50,"About 1 chance in 10,000",1685904219.93277,"NoMatch",24,"No","Looks to be innocent ","2023-06-04 13:43:39",4725136,1685904115.24913,"NoMatch",137,70
"176","White","Female","Over 65","$70,000 - $79,999","No","Extremely Uncomfortable",1685904996.61089,"Match",0.940302123082802,"2023-06-04 13:56:36","4 year degree","Democratic","Somewhat Liberal","No","NY","Yes","Yes",1685905018.29106,"Match","2023-06-04 13:56:58","No","7",87,"9mm",NA,NA,1,10,90,50,NA,"About 9 chances in 10",1685905602.32805,"Match",24,"Yes","I don't know yet.  We don't have much information about him.","2023-06-04 14:06:42",1362574,1685904996.62044,"Match",85,17
"177","White","Male","56 - 65","More than $150,000","Yes","Moderately Comfortable",1685905042.16354,"NoMatch",0.765964787453413,"2023-06-04 13:57:22","Professional degree","Republican","Somewhat Conservative","No","CA","No","N/A",1685905061.04142,"NoMatch","2023-06-04 13:57:41","No","2",16,"9mm",1,8,NA,NA,10,NA,30,"About 1 chance in 10",1685905934.76294,"NoMatch",24,"No","Probably not guilty","2023-06-04 14:12:14",4367251,1685905042.17494,"NoMatch",161,195
"178","American Indian or Alaska Native","Female","46 - 55","Less than $10,000","No","Extremely Uncomfortable",1685905363.57347,"Match",0.0540814918931574,"2023-06-04 14:02:43","High school graduate","No consistent preference","Middle of the Road","No","AZ","No","N/A",1685905393.21063,"Match","2023-06-04 14:03:13","Yes","9 <br/> Extremely strong",100,"9mm",NA,NA,1,10,95,50,NA,"About 9,999 chances in 10,000",1685906111.59711,"Match",24,"Yes","I think the defendant is guilty.","2023-06-04 14:15:11",5312647,1685905363.58021,"Match",233,250
"179","White","Female","46 - 55","$100,000 - $149,999","Yes","Moderately Comfortable",1685906281.24106,"NoMatch",0.768437818158418,"2023-06-04 14:18:01","High school graduate","Republican","Somewhat Conservative","No","MI","No","N/A",1685906300.86655,"NoMatch","2023-06-04 14:18:20","No","1 <br/> Not at all strong",0,"9mm",1,1e+06,NA,NA,0,NA,50,"Impossible that he is guilty",1685906758.79988,"NoMatch",24,"No","I think that the defendant is not the person who fired the bullet into the ceiling. ","2023-06-04 14:25:58",5736241,1685906281.2536,"NoMatch",221,38
"180","White","Male","46 - 55","$40,000 - $49,999","No","Moderately Uncomfortable",1685906580.0893,"NoMatch",0.0811176754068583,"2023-06-04 14:23:00","Some college","Democratic","Very Liberal","No","DE","No","N/A",1685906620.52475,"NoMatch","2023-06-04 14:23:40","No","1 <br/> Not at all strong",1,"9mm",1,300,NA,NA,3,NA,10,"About 1 chance in 10,000",1685907777.63543,"NoMatch",24,"No","I think that the defendant is likely innocent given the testimony of the examiner.","2023-06-04 14:42:57",6241573,1685906580.09593,"NoMatch",141,84
"181","White","Female","46 - 55","$70,000 - $79,999","No","Extremely Uncomfortable",1685906971.57016,"NoMatch",0.983973593683913,"2023-06-04 14:29:31","4 year degree","Democratic","Somewhat Liberal","No","NJ","Yes","Yes",1685906993.55104,"NoMatch","2023-06-04 14:29:53","No","4",8,"9mm",1,20,NA,NA,10,NA,40,"1 chance in 2 (fifty-fifty chance)",1685907355.03869,"NoMatch",24,"No","I think he did not shoot the gun","2023-06-04 14:35:55",4157362,1685906971.58198,"NoMatch",121,129
"182","White","Male","36 - 45","$20,000 - $29,999","No","Extremely Comfortable",1685907661.79048,"NoMatch",0.18096788553521,"2023-06-04 14:41:01","High school graduate","No consistent preference","Middle of the Road","No","NY","No","N/A",1685907685.43914,"NoMatch","2023-06-04 14:41:25","No","1 <br/> Not at all strong",0,"9mm",1,1e+08,NA,NA,0,NA,50,"Impossible that he is guilty",1685908184.36159,"NoMatch",24,"No","That the defendant is innocent","2023-06-04 14:49:44",1374625,1685907661.79667,"NoMatch",233,248
"183","White","Male","46 - 55","$100,000 - $149,999","No","Moderately Comfortable",1685908173.92448,"NoMatch",0.183011238696054,"2023-06-04 14:49:33","Professional degree","Democratic","Somewhat Liberal","Yes","VA","No","N/A",1685908214.62874,"NoMatch","2023-06-04 14:50:14","No","1 <br/> Not at all strong",0,"9mm",1,1e+06,NA,NA,0,NA,50,"About 1 chance in 10,000",1685909087.40012,"NoMatch",24,"No","There is insufficient evidence to conclude that Richard Cole was the individual who discharged their weapon in the store. Gun in the incident is likely a different fire-arm than the one recovered from Cole's vehicle, and the clerk did not see the face of the individual who discharged the weapon. It is not clear that the person was a man either, though it is probable.","2023-06-04 15:04:47",3614572,1685908173.93618,"NoMatch",233,118
"184","White","Female","56 - 65","$100,000 - $149,999","No","Extremely Uncomfortable",1685909250.16448,"NoMatch",0.947581531945616,"2023-06-04 15:07:30","4 year degree","Democratic","Very Liberal","No","VA","No","N/A",1685909269.65822,"NoMatch","2023-06-04 15:07:49","No","3",24,"9mm",1,10000,NA,NA,30,NA,25,"About 1 chance in 1,000",1685909955.70514,"NoMatch",24,"No","I think he could be not guilty or guilty.  I would like to see more case testimony about other issues than the gun/bullet comparison before I make my decision.","2023-06-04 15:19:15",6135274,1685909250.18076,"NoMatch",15,235
"185","Black or African American","Female","46 - 55","$10,000 - $19,999","No","Neither Comfortable nor Uncomfortable",1685909319.6587,"NoMatch",0.961252682376653,"2023-06-04 15:08:39","Some college","Democratic","Somewhat Liberal","No","TX","No","N/A",1685909542.0413,"NoMatch","2023-06-04 15:12:22","No","4",23,"9mm",1,200,NA,NA,20,NA,45,"About 1 chance in 1,000",1685911250.52273,"NoMatch",24,"No","I believe they cant say he was the person who shot the gun","2023-06-04 15:40:50",4527136,1685909319.67043,"NoMatch",162,180
"186","White","Female","56 - 65","$50,000 - $59,999","No","Slightly Comfortable",1685910113.52841,"NoMatch",0.269493653904647,"2023-06-04 15:21:53","High school graduate","Republican","Middle of the Road","No","AZ","No","N/A",1685910155.28576,"NoMatch","2023-06-04 15:22:35","No","2",5,"9mm",1,100,NA,NA,3,NA,50,"About 1 chance in 100",1685911046.4561,"NoMatch",24,"No","innocent","2023-06-04 15:37:26",7412536,1685910113.53514,"NoMatch",169,198
"187","White, Hispanic","Female","46 - 55","$60,000 - $69,999","No","Slightly Uncomfortable",1685911696.43117,"NoMatch",0.689283159095794,"2023-06-04 15:48:16","4 year degree","Democratic","Somewhat Liberal","Yes","ID","No","N/A",1685911707.4015,"NoMatch","2023-06-04 15:48:27","No","9 <br/> Extremely strong",3,"9mm",1,10000,NA,NA,5,NA,50,"About 1 chance in 10,000",1685911893.66725,"NoMatch",24,"No","I think the defendant is innocent and is not guilty of the crime.","2023-06-04 15:51:33",4763512,1685911696.44055,"NoMatch",81,95
"188","White","Male","46 - 55","$20,000 - $29,999","Yes","Moderately Comfortable",1685911739.67475,"Match",0.888161812443286,"2023-06-04 15:48:59","Some college","Democratic","Somewhat Liberal","No","AL","No","N/A",1685912638.14966,"Match","2023-06-04 16:03:58","No","2",11,"9mm",1,10,NA,NA,21,NA,1,"About 1 chance in 10",1685912951.49775,"Match",24,"No","Richard Cole is Credible","2023-06-04 16:09:11",4635712,1685911739.68168,"Match",98,230
"189","White","Male","36 - 45","$10,000 - $19,999","No","Extremely Uncomfortable",1685911939.75546,"NoMatch",0.663852300262079,"2023-06-04 15:52:19","4 year degree","Democratic","Very Liberal","Yes","IN","No","N/A",1685911964.33882,"NoMatch","2023-06-04 15:52:44","No","2",13,"9mm",1,100,NA,NA,13,NA,5,"About 1 chance in 100",1685912537.4098,"NoMatch",24,"No","Leaning towards him being not guilty.","2023-06-04 16:02:17",4375126,1685911939.77243,"NoMatch",9,44
"190","White","Female","46 - 55","$40,000 - $49,999","No","Neither Comfortable nor Uncomfortable",1685912119.90816,"NoMatch",0.357987099559978,"2023-06-04 15:55:19","High school graduate","Democratic","Middle of the Road","Yes","ME","No","N/A",1685912162.57724,"NoMatch","2023-06-04 15:56:02","No","4",50,"9mm",1,2,NA,NA,50,NA,50,"1 chance in 2 (fifty-fifty chance)",1685913125.49992,"NoMatch",24,"No","I think he may not be guilty ","2023-06-04 16:12:05",6374512,1685912119.91457,"NoMatch",146,244
"191","Asian","Female","26 - 35","$70,000 - $79,999","No","Extremely Uncomfortable",1685913602.01667,"Match",0.408176103141159,"2023-06-04 16:20:02","Professional degree","Democratic","Somewhat Liberal","No","MD","No","N/A",1685913613.52406,"Match","2023-06-04 16:20:13","Yes","9 <br/> Extremely strong",99,"9mm",NA,NA,1,100,99,49,NA,"About 99 chances in 100",1685914559.04664,"Match",24,"Yes","I think the defendant likely discharged the firearm in the convenience store.","2023-06-04 16:35:59",3416275,1685913602.03002,"Match",136,135
"192","Asian","Female","26 - 35","More than $150,000","No","Extremely Uncomfortable",1685913604.53102,"NoMatch",0.466529295546934,"2023-06-04 16:20:04","Doctorate","Democratic","Somewhat Liberal","No","NY","No","N/A",1685913618.27935,"NoMatch","2023-06-04 16:20:18","No","2",1,"9mm",1,75,NA,NA,1,NA,25,"About 1 chance in 100",1685914189.5628,"NoMatch",24,"No","no opinions so far","2023-06-04 16:29:49",7263541,1685913604.53772,"NoMatch",233,1
"193","Black or African American","Male","36 - 45","$20,000 - $29,999","No","Extremely Uncomfortable",1685913674.55774,"Match",0.243082928005606,"2023-06-04 16:21:14","Professional degree","Democratic","Somewhat Liberal","No","NY","No","N/A",1685913699.05484,"Match","2023-06-04 16:21:39","No","7",74,"9mm",NA,NA,3,10,76,30,NA,"About 999 chances in 1,000",1685914239.67988,"Match",24,"Yes","The dependant owns the gun that was used in the store incident, yet to be convinced the firing was done by him.","2023-06-04 16:30:39",5261473,1685913674.56406,"Match",52,197
"194","White","Female","56 - 65","$100,000 - $149,999","No","Moderately Uncomfortable",1685915785.35821,"Match",0.689422511961311,"2023-06-04 16:56:25","Professional degree","Democratic","Somewhat Liberal","No","AZ","No","N/A",1685915807.465,"Match","2023-06-04 16:56:47","Yes","8",94,"9mm",NA,NA,1,10,90,40,NA,"About 9 chances in 10",1685916402.39459,"Match",24,"Yes","I think he is guilty of the shooting in the ceiling","2023-06-04 17:06:42",1547362,1685915785.37261,"Match",16,246
"195","White","Male","46 - 55","Less than $10,000","No","Slightly Comfortable",1685916058.4881,"NoMatch",0.0971298140939325,"2023-06-04 17:00:58","2 year degree","Republican","Somewhat Conservative","Yes","CA","No","N/A",1685916086.45993,"NoMatch","2023-06-04 17:01:26","No","1 <br/> Not at all strong",1,"9mm",1,1000,NA,NA,1,NA,50,"About 1 chance in 1,000",1685916856.12258,"NoMatch",24,"No","I believe he is not guilty, as his gun is not the one used in the robbery attempt","2023-06-04 17:14:16",5314762,1685916058.49427,"NoMatch",233,65
"196","Black or African American","Male","36 - 45","$90,000 - $99,999","Yes","Slightly Comfortable",1685916930.75444,"NoMatch",4.1682505980134e-05,"2023-06-04 17:15:30","Some college","Democratic","Middle of the Road","Yes","NC","No","N/A",1685916943.79702,"NoMatch","2023-06-04 17:15:43","No","2",8,"9mm",1,8,NA,NA,19,NA,50,"About 1 chance in 10",1685917490.42769,"NoMatch",24,"No","I think he's innocent. ","2023-06-04 17:24:50",7625341,1685916930.7683,"NoMatch",3,249
"197","White","Female","56 - 65","$40,000 - $49,999","No","Moderately Uncomfortable",1685917550.99881,"NoMatch",0.707974368706346,"2023-06-04 17:25:50","4 year degree","Republican","Somewhat Conservative","Yes","NJ","No","N/A",1685917580.18405,"NoMatch","2023-06-04 17:26:20","No","2",1,"9mm",1,1e+05,NA,NA,1,NA,50,"Impossible that he is guilty",1685918129.43745,"NoMatch",24,"No","I think the defendant is innocent.","2023-06-04 17:35:29",1352674,1685917551.00495,"NoMatch",4,49
"198","White","Male","36 - 45","$50,000 - $59,999","Yes","Moderately Comfortable",1685918006.9391,"Match",0.205998335033655,"2023-06-04 17:33:26","Some college","No consistent preference","Middle of the Road","No","NC","No","N/A",1685918031.87634,"Match","2023-06-04 17:33:51","No","5 <br/> Moderately strong",50,"9mm",1,5,NA,NA,50,NA,20,"About 1 chance in 10",1685918559.56525,"Match",24,"No","Still unsure about his guilt/innocence","2023-06-04 17:42:39",7462153,1685918006.95061,"Match",108,182
"199","Black or African American","Male","Over 65","$50,000 - $59,999","No","Neither Comfortable nor Uncomfortable",1685918401.13757,"NoMatch",0.670508078532293,"2023-06-04 17:40:01","Doctorate","Democratic","Somewhat Liberal","No","MD","No","N/A",1685918433.31781,"NoMatch","2023-06-04 17:40:33","No","1 <br/> Not at all strong",2,"9mm",2,100,NA,NA,2,NA,50,"About 1 chance in 1,000",1685919274.69389,"NoMatch",24,"No","Innocent","2023-06-04 17:54:34",4537621,1685918401.15557,"NoMatch",91,277
"200","White","Female","56 - 65","$80,000 - $89,999","No","Slightly Comfortable",1685919563.60975,"NoMatch",0.0404882431030273,"2023-06-04 17:59:23","4 year degree","Republican","Very Conservative","No","IN","No","N/A",1685919583.88426,"NoMatch","2023-06-04 17:59:43","No","2",9,"9mm",1,100,NA,NA,10,NA,40,"About 1 chance in 100",1685920027.10654,"NoMatch",24,"No","I would think he would not be guilty beyond a reasonable doubt","2023-06-04 18:07:07",1472635,1685919563.62105,"NoMatch",25,245
"201","Black or African American","Female","56 - 65","$30,000 - $39,999","No","Extremely Uncomfortable",1685919569.40567,"NoMatch",0.661372726783156,"2023-06-04 17:59:29","4 year degree","Democratic","Somewhat Liberal","No","GA","Yes","N/A",1685919591.93879,"NoMatch","2023-06-04 17:59:51","No","1 <br/> Not at all strong",0,"9mm",1,1,NA,NA,0,NA,50,"Impossible that he is guilty",1685920628.30531,"NoMatch",24,"No","I think that he is not guilty","2023-06-04 18:17:08",6435271,1685919569.41276,"NoMatch",106,48
"202","White","Male","56 - 65","More than $150,000","No","Extremely Uncomfortable",1685919579.82534,"NoMatch",0.771729805972427,"2023-06-04 17:59:39","Some college","Democratic","Very Liberal","No","FL","No","N/A",1685919603.58863,"NoMatch","2023-06-04 18:00:03","No","1 <br/> Not at all strong",0,"9mm",1,1e+12,NA,NA,0,NA,50,"Impossible that he is guilty",1685920202.76361,"NoMatch",24,"No","That he is probably not guilty of the crime","2023-06-04 18:10:02",7635124,1685919579.83174,"NoMatch",87,186
"203","White","Male","Over 65","$100,000 - $149,999","Yes","Moderately Comfortable",1685920350.05689,"NoMatch",0.913933669682592,"2023-06-04 18:12:30","Professional degree","No consistent preference","Somewhat Liberal","No","TN","No","N/A",1685920377.45588,"NoMatch","2023-06-04 18:12:57","No","1 <br/> Not at all strong",3,"9mm",2.7,90,NA,NA,2,NA,50,"About 1 chance in 100",1685921341.28815,"NoMatch",24,"No","He is innocent of the charge","2023-06-04 18:29:01",1543627,1685920350.06314,"NoMatch",150,185
"204","White","Female","56 - 65","$100,000 - $149,999","Yes","Moderately Uncomfortable",1685920350.59087,"NoMatch",0.91408527479507,"2023-06-04 18:12:30","Professional degree","Republican","Very Conservative","No","FL","No","N/A",1685920373.4059,"NoMatch","2023-06-04 18:12:53","No","1 <br/> Not at all strong",2,"9mm",1,10000,NA,NA,4,NA,50,"About 1 chance in 10,000",1685921014.01118,"NoMatch",24,"No","I think he is probably not guilty. And I wonder if the search of his car was an illegal search.","2023-06-04 18:23:34",6173524,1685920350.6022,"NoMatch",203,86
"205","Black or African American","Female","18 - 25","More than $150,000","No","Slightly Uncomfortable",1685920616.3174,"NoMatch",0.532004662556574,"2023-06-04 18:16:56","2 year degree","Democratic","Somewhat Liberal","No","TX","No","N/A",1685920636.96242,"NoMatch","2023-06-04 18:17:16","No","1 <br/> Not at all strong",1,"9mm",1,100,NA,NA,3,NA,50,"About 1 chance in 100",1685921255.88541,"NoMatch",24,"No","I believe that the defendant is probably not guilty","2023-06-04 18:27:35",5143627,1685920616.32382,"NoMatch",37,110
"206","White","Male","46 - 55","$40,000 - $49,999","No","Slightly Comfortable",1685920954.90418,"NoMatch",0.0706503486726433,"2023-06-04 18:22:34","Some college","Democratic","Somewhat Liberal","Yes","NJ","No","N/A",1685920991.09903,"NoMatch","2023-06-04 18:23:11","No","2",6,"9mm",1,5,NA,NA,15,NA,40,"About 1 chance in 10",1685922651.91501,"NoMatch",24,"No","I would have to say not guilty. ","2023-06-04 18:50:51",5213746,1685920954.91038,"NoMatch",117,2
"207","White","Male","Over 65","$30,000 - $39,999","No","Extremely Comfortable",1685923316.80595,"Match",0.91307606571354,"2023-06-04 19:01:56","Professional degree","Democratic","Very Liberal","Yes","CA","Yes","No",1685923355.47941,"Match","2023-06-04 19:02:35","Yes","9 <br/> Extremely strong",94,"9mm",NA,NA,1,98,81,45,NA,"About 99 chances in 100",1685923951.97992,"Match",24,"Yes","Guilty as charged unless he gave the gun to someone else.","2023-06-04 19:12:31",7614253,1685923316.81206,"Match",76,158
