"","...1","guilty","strength","gunstrength","probability","gunprob","check1","firetestcred","algtestcred","overrel","examrel","algrel","examsci","oversci","algsci","expunder","algunder","mistakes","firerel","check2","firesci","unique","harm","time","scenario_number","algorithm","picture","conclusion","typos","clean_prints"
"450",419,"No","4.0","2.0",50,30,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"4.0",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658345606.05372,2,"No","No","Inconclusive","Uncorrected",262
"451",420,"No","2.0","1 <br/> Not at all strong",5,1,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Failing to convict a guilty person",1658345833.32812,3,"No","No","NoMatch","Uncorrected",53
"452",421,"No","4.0","7.0",40,70,"9mm","Neither credible nor noncredible",NA,NA,"Moderately reliable",NA,"Weakly scientific",NA,NA,"4.0",NA,"Occasionally","Weakly reliable","Moderately reliable","Weakly scientific","Yes","The errors are equally bad",1658346594.47529,4,"No","Yes","Match","Uncorrected",495
"453",422,"No","4.0","7.0",40,70,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Weakly scientific",NA,NA,"4.0",NA,"Occasionally","Weakly reliable","Moderately reliable","Weakly scientific","Yes","The errors are equally bad",1658346594.47529,4,"No","Yes","Match","Uncorrected",495
"454",423,"No","2.0","2.0",10,10,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"4.0",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658347076.6134,5,"No","Yes","Inconclusive","Uncorrected",18
"455",424,"No","5 <br/> Moderately strong","4.0",30,30,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Weakly scientific",NA,NA,"4.0",NA,"Occasionally","Weakly unreliable","Moderately reliable","Neither scientific nor unscientific","No","Erroneously convicting an innocent person",1658347219.36332,1,"No","No","Match","Uncorrected",472
"456",425,"No","5 <br/> Moderately strong","4.0",30,30,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Weakly scientific",NA,NA,"4.0",NA,"Occasionally","Weakly unreliable","Moderately reliable","Neither scientific nor unscientific","No","Erroneously convicting an innocent person",1658347219.36332,1,"No","No","Match","Uncorrected",472
"457",426,"Yes","8.0","8.0",95,95,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"4.0",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658347275.72623,1,"No","No","Match","Uncorrected",349
"458",426,"Yes","8.0","8.0",95,95,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"4.0",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658347275.72623,1,"No","No","Match","Uncorrected",349
"459",427,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",5,5,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Frequently","Weakly reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658347422.966,5,"No","Yes","Inconclusive","Uncorrected",571
"460",428,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",0,0,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658347603.21551,3,"No","No","NoMatch","Uncorrected",370
"461",429,"No","1 <br/> Not at all strong","5 <br/> Moderately strong",98,50,"9mm","Moderately credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"2.0",NA,"Rarely","Weakly reliable","Moderately reliable","Weakly scientific","Yes","Erroneously convicting an innocent person",1658347896.57629,5,"No","Yes","Inconclusive","Uncorrected",410
"462",430,"No","1 <br/> Not at all strong","5 <br/> Moderately strong",98,50,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"2.0",NA,"Rarely","Weakly reliable","Moderately reliable","Weakly scientific","Yes","Erroneously convicting an innocent person",1658347896.57629,5,"No","Yes","Inconclusive","Uncorrected",410
"463",431,"No","5 <br/> Moderately strong","3.0",24,18,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Occasionally","Moderately reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658348055.54198,3,"No","No","NoMatch","Uncorrected",225
"464",432,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",1,1,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Occasionally","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658348199.22335,5,"No","Yes","Inconclusive","Uncorrected",141
"465",433,"No","2.0","2.0",2,2,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Weakly scientific",NA,NA,"4.0",NA,"Rarely","Moderately reliable","Moderately reliable","Weakly scientific","Yes","The errors are equally bad",1658348281.30034,6,"No","Yes","NoMatch","Uncorrected",196
"466",434,"No","2.0","3.0",25,28,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Weakly scientific",NA,NA,"4.0",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658348978.15479,5,"No","Yes","Inconclusive","Uncorrected",73
"467",435,"No","3.0","2.0",35,14,"9mm","Extremely noncredible",NA,NA,"Moderately reliable",NA,"Extremely scientific",NA,NA,"3 <br/> I understood about half of the method",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658349295.63065,6,"No","Yes","NoMatch","Uncorrected",397
"468",436,"Yes","9 <br/> Extremely strong","9 <br/> Extremely strong",50,98,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658349443.0759,4,"No","Yes","Match","Uncorrected",87
"469",437,"No","6.0","8.0",60,85,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658349628.52325,4,"No","Yes","Match","Uncorrected",162
"470",438,"No","3.0","2.0",18,15,"9mm","Moderately credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Weakly scientific","Yes","The errors are equally bad",1658350185.75484,2,"No","No","Inconclusive","Uncorrected",233
"471",438,"No","3.0","2.0",18,15,"9mm","Moderately credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Weakly scientific","Yes","The errors are equally bad",1658350185.75484,2,"No","No","Inconclusive","Uncorrected",233
"472",438,"No","3.0","2.0",18,15,"9mm","Moderately credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Weakly scientific","Yes","The errors are equally bad",1658350185.75484,2,"No","No","Inconclusive","Uncorrected",233
"473",439,"No","2.0","2.0",10,26,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658350498.95456,5,"No","Yes","Inconclusive","Uncorrected",166
"474",440,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",1,1,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658350579.85401,3,"No","No","NoMatch","Uncorrected",552
"475",441,"No","2.0","2.0",50,49,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658350618.43562,6,"No","Yes","NoMatch","Uncorrected",306
"476",442,"No","5 <br/> Moderately strong","7.0",70,90,"9mm","Moderately credible",NA,NA,"Weakly reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658351487.01539,1,"No","No","Match","Uncorrected",539
"477",443,"No","2.0","3.0",14,13,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658351740.40604,3,"No","No","NoMatch","Uncorrected",396
"478",444,"No","7.0","8.0",95,98,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"3 <br/> I understood about half of the method",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658352247.43122,1,"No","No","Match","Uncorrected",78
"479",445,"No","2.0","1 <br/> Not at all strong",15,5,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658352483.42092,6,"No","Yes","NoMatch","Uncorrected",83
"480",446,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",5,3,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Weakly reliable","Extremely scientific","Yes","The errors are equally bad",1658353132.51408,6,"No","Yes","NoMatch","Uncorrected",231
"481",447,"No","4.0","9 <br/> Extremely strong",65,99,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658354527.96243,1,"No","No","Match","Uncorrected",49
"482",448,"No","2.0","2.0",15,15,"9mm","Weakly credible",NA,NA,"Extremely reliable",NA,"Weakly scientific",NA,NA,"4.0",NA,"Rarely","Extremely reliable","Moderately reliable","Weakly scientific","Yes","The errors are equally bad",1658354648.61066,3,"No","No","NoMatch","Uncorrected",596
"483",449,"No","3.0","3.0",50,50,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Rarely","Weakly reliable","Moderately reliable","Moderately scientific","Yes","Failing to convict a guilty person",1658354703.68904,2,"No","No","Inconclusive","Uncorrected",432
"484",450,"No","5 <br/> Moderately strong","5 <br/> Moderately strong",48,57,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Occasionally","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658355097.27026,4,"No","Yes","Match","Uncorrected",522
"485",451,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",10,3,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"4.0",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658355466.05399,6,"No","Yes","NoMatch","Uncorrected",590
"486",452,"No","4.0","3.0",40,40,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Extremely scientific","Yes","Failing to convict a guilty person",1658356005.69819,3,"No","No","NoMatch","Uncorrected",361
"487",453,"No","5 <br/> Moderately strong","5 <br/> Moderately strong",40,50,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Frequently","Weakly reliable","Moderately reliable","Weakly scientific","Yes","Erroneously convicting an innocent person",1658356387.78793,4,"No","Yes","Match","Uncorrected",10
"488",454,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",1,1,"9mm","Moderately credible",NA,NA,"Weakly reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Occasionally","Weakly reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658356756.99319,6,"No","Yes","NoMatch","Uncorrected",537
"489",455,"No","2.0","2.0",5,5,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658357291.28863,2,"No","No","Inconclusive","Uncorrected",579
"490",456,"Yes","9 <br/> Extremely strong","9 <br/> Extremely strong",98,98,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658357623.375,4,"No","Yes","Match","Uncorrected",389
"491",457,"No","2.0","2.0",4,3,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658358673.00891,3,"No","No","NoMatch","Uncorrected",76
"492",458,"No","2.0","1 <br/> Not at all strong",15,5,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"2.0",NA,"Occasionally","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658358771.02441,2,"No","No","Inconclusive","Uncorrected",191
"493",459,"Yes","6.0","8.0",98,98,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658360904.94053,1,"No","No","Match","Uncorrected",123
"494",460,"No","2.0","2.0",5,3,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"3 <br/> I understood about half of the method",NA,"Occasionally","Moderately reliable","Moderately reliable","Weakly scientific","Yes","Erroneously convicting an innocent person",1658361292.03465,3,"No","No","NoMatch","Uncorrected",352
"495",461,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",10,0,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"3 <br/> I understood about half of the method",NA,"Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658361789.54319,3,"No","No","NoMatch","Uncorrected",501
"496",462,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",20,20,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Occasionally","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658361834.04159,3,"No","No","NoMatch","Uncorrected",124
"497",463,"Yes","5 <br/> Moderately strong","5 <br/> Moderately strong",80,78,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"3 <br/> I understood about half of the method",NA,"Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658361943.871,4,"No","Yes","Match","Uncorrected",138
"498",464,"Yes","9 <br/> Extremely strong","9 <br/> Extremely strong",98,98,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658362226.7916,1,"No","No","Match","Uncorrected",134
"499",465,"Yes","7.0","8.0",95,95,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658362351.48707,1,"No","No","Match","Uncorrected",185
"500",466,"No","4.0","2.0",29,20,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Neither scientific nor unscientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Weakly scientific","Yes","The errors are equally bad",1658363197.03242,2,"No","No","Inconclusive","Uncorrected",516
"501",467,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",10,2,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Rarely","Moderately reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658363375.99916,6,"No","Yes","NoMatch","Uncorrected",72
"502",468,"Yes","7.0","6.0",70,60,"9mm","Weakly noncredible",NA,NA,"Weakly unreliable",NA,"Extremely unscientific",NA,NA,"3 <br/> I understood about half of the method",NA,"Occasionally","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658363780.03806,1,"No","No","Match","Uncorrected",277
"503",469,"No","3.0","2.0",17,20,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Extremely scientific",NA,NA,"4.0",NA,"Rarely","Moderately reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658365050.75156,5,"No","Yes","Inconclusive","Uncorrected",12
"504",470,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",20,11,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658365077.11739,5,"No","Yes","Inconclusive","Uncorrected",257
"505",471,"No","9 <br/> Extremely strong","1 <br/> Not at all strong",10,5,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Moderately unscientific",NA,NA,"4.0",NA,"Sometimes","Moderately unreliable","Moderately reliable","Moderately unscientific","No","Erroneously convicting an innocent person",1658365123.00273,3,"No","No","NoMatch","Uncorrected",461
"506",472,"Yes","7.0","8.0",89,90,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658365161.60377,4,"No","Yes","Match","Uncorrected",423
"507",473,"Yes","6.0","8.0",70,80,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658366980.06512,1,"No","No","Match","Uncorrected",318
"508",474,"Yes","8.0","9 <br/> Extremely strong",75,95,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Sometimes","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658367195.12709,2,"No","No","Inconclusive","Uncorrected",27
"509",475,"No","3.0","5 <br/> Moderately strong",90,97,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"4.0",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Failing to convict a guilty person",1658367980.10444,5,"No","Yes","Inconclusive","Uncorrected",582
"510",476,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",26,21,"9mm","Moderately noncredible",NA,NA,"Moderately unreliable",NA,"Extremely unscientific",NA,NA,"4.0",NA,"Frequently","Moderately unreliable","Moderately reliable","Moderately unscientific","Yes","The errors are equally bad",1658368567.63518,2,"No","No","Inconclusive","Uncorrected",369
"511",477,"No","3.0","4.0",50,50,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Weakly scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Weakly reliable","Moderately reliable","Weakly scientific","Yes","Erroneously convicting an innocent person",1658369100.75043,3,"No","No","NoMatch","Uncorrected",365
"512",478,"No","5 <br/> Moderately strong","5 <br/> Moderately strong",70,70,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658369447.78465,4,"No","Yes","Match","Uncorrected",101
"513",479,"No","2.0","2.0",20,15,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658371327.35524,5,"No","Yes","Inconclusive","Uncorrected",250
"514",480,"No","7.0","9 <br/> Extremely strong",70,94,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Weakly scientific",NA,NA,"4.0",NA,"Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658413703.28627,4,"No","Yes","Match","Corrected",492
"515",481,"Yes","5 <br/> Moderately strong","5 <br/> Moderately strong",65,61,"9mm","Neither credible nor noncredible",NA,NA,"Neither reliable nor unreliable",NA,"Moderately unscientific",NA,NA,"3 <br/> I understood about half of the method",NA,"Sometimes","Neither reliable nor unreliable","Weakly reliable","Neither scientific nor unscientific","Yes","Erroneously convicting an innocent person",1658414922.15975,2,"No","No","Inconclusive","Corrected",79
"516",482,"No","2.0","2.0",5,1,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658414925.00249,3,"No","No","NoMatch","Corrected",95
"517",483,"Yes","9 <br/> Extremely strong","9 <br/> Extremely strong",100,100,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Failing to convict a guilty person",1658415256.86069,4,"No","Yes","Match","Corrected",355
"518",484,"Yes","7.0","9 <br/> Extremely strong",75,95,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"4.0",NA,"Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658415403.33107,4,"No","Yes","Match","Corrected",50
"519",485,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",10,1,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658416111.46672,2,"No","No","Inconclusive","Corrected",187
"520",486,"No","5 <br/> Moderately strong","2.0",50,50,"9mm","Moderately noncredible",NA,NA,"Moderately unreliable",NA,"Moderately unscientific",NA,NA,"4.0",NA,"Rarely","Moderately unreliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658421765.46727,2,"No","No","Inconclusive","Corrected",502
"521",487,"No","5 <br/> Moderately strong","5 <br/> Moderately strong",75,75,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"4.0",NA,"Rarely","Moderately reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658423155.47696,2,"No","No","Inconclusive","Corrected",301
"522",488,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",0,0,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Occasionally","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658423399.79794,2,"No","No","Inconclusive","Corrected",221
"523",489,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",3,3,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658423480.44608,2,"No","No","Inconclusive","Corrected",319
"524",490,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",0,50,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658424110.06722,5,"No","Yes","Inconclusive","Corrected",142
"525",491,"No","2.0","2.0",5,5,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658425956.12291,3,"No","No","NoMatch","Corrected",487
"526",492,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",0,0,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658426189.94643,3,"No","No","NoMatch","Corrected",575
"527",493,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",5,4,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658426311.14664,6,"No","Yes","NoMatch","Corrected",86
"528",494,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",2,2,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658427465.44146,2,"No","No","Inconclusive","Corrected",129
"529",495,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",50,50,"9mm","Moderately credible",NA,NA,"Extremely unreliable",NA,"Weakly scientific",NA,NA,"4.0",NA,"Rarely","Weakly reliable","Moderately reliable","Weakly scientific","Yes","The errors are equally bad",1658429029.48285,1,"No","No","Match","Corrected",74
"530",496,"No","6.0","7.0",85,85,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658429372.17781,6,"No","Yes","NoMatch","Corrected",583
"531",497,"No","4.0","4.0",40,40,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Weakly scientific",NA,NA,"5 <br/> I understood everything",NA,"Sometimes","Weakly reliable","Moderately reliable","Weakly scientific","No","The errors are equally bad",1658429491.56453,2,"No","No","Inconclusive","Corrected",538
"532",498,"No","2.0","2.0",10,10,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately unscientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658430802.86994,3,"No","No","NoMatch","Corrected",419
"533",499,"No","2.0","1 <br/> Not at all strong",30,15,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Occasionally","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658430879.19528,5,"No","Yes","Inconclusive","Corrected",440
"534",500,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",5,5,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Occasionally","Moderately unreliable","Moderately reliable","Moderately unscientific","Yes","Erroneously convicting an innocent person",1658431042.25954,5,"No","Yes","Inconclusive","Corrected",558
