"","gender","age","income","gunown","guncomfort","page.x","time.x","randomnumber","start_time","conclusion","education","vote","political","arrest","state","jury","crimejury","page.y","time.y","convict","def_comment","guilt_opinion","betting","hidden_probability","chances_fixed","evidence_strength","numeric_chance","check","visible_probability"
"219","Man","56 - 65","$100,000 - $149,999","No","Extremely Uncomfortable",2,"1706626068.16292",96.0987892467529,"1706626024.71546","NoMatch","Professional degree","No consistent preference","Somewhat Liberal","No","NC","No","N/A",3,"1706626111.67092","No","he was done for speeding had a gun but not the one that fired the shots cannot convict ","No","50","1","About 1 chance in 10,000","1 Not at all strong","innocent,1000,1000","22mm","0"
"220","Woman","56 - 65","$20,000 - $29,999","No","Extremely Uncomfortable",2,"1706626071.72878",22.4548555212095,"1706626015.19883","Match","Some college","No consistent preference","Middle of the Road","No","FL","No","N/A",3,"1706626113.23951","Yes","He shot the bullet","Yes","10","94","Certain to be guilty","9 Extremely strong","guilty,100,100","9mm","90"
"221","Man","Over 65","$70,000 - $79,999","No","Moderately Comfortable",2,"1706626086.61099",85.9329518629238,"1706626054.33526","NoMatch","4 year degree","No consistent preference","Somewhat Liberal","No","GA","Yes","Yes",3,"1706626123.92355","No","I think the evidence presented by the examiner indicates the gun recovered from the defendant was not the gun used in the attempted robbery.","No","50","5","About 1 chance in 10","2","innocent,90,100","9mm","10"
"222","Man","36 - 45","$100,000 - $149,999","No","Extremely Comfortable",2,"1706626144.84525",31.8482167320326,"1706626113.27376","NoMatch","4 year degree","No consistent preference","Middle of the Road","No","TX","No","N/A",3,"1706626180.94749","No","He played little role in the actual scenario. There is no real indication that he was present for the crime.","No","50","4","About 1 chance in 100","1 Not at all strong","innocent,97,100","9mm","5"
"223","Man","26 - 35","$100,000 - $149,999","No","Moderately Uncomfortable",2,"1706627212.21893",35.2577566402033,"1706625867.55506","Match","4 year degree","Democratic","Somewhat Liberal","No","DC","No","N/A",3,"1706627480.84146","Yes","I think the defendant is guilty ","Yes","50","75","About 99 chances in 100","6","guilty,80,100","9mm","80"
"224","Woman","56 - 65","$40,000 - $49,999","No","Slightly Comfortable",2,"1706627888.88532",61.7834717966616,"1706627850.81987","Match","Some college","Democratic","Middle of the Road","No","WA","No","N/A",3,"1706627918.7305","Yes","Personally, I believe he is in need of help both financially and perhaps mental health as well.  However, his actions are criminal and he needs to be found gulty.","Yes","45","84","About 9 chances in 10","6","guilty,9,10","9mm","80"
"225","Man","46 - 55","$40,000 - $49,999","Yes","Extremely Comfortable",2,"1706628005.27788",4.51682233251631,"1706627885.42798","NoMatch","2 year degree","Republican","Somewhat Conservative","No","TX","Yes","No",3,"1706628119.60376","Yes","I think he shot the gun into the ceiling","Yes","40","98","About 9 chances in 10","8","guilty,90,90","9mm","90"
"226","Man","26 - 35","$100,000 - $149,999","Yes","Neither Comfortable nor Uncomfortable",2,"1706628295.78534",31.3337145140395,"1706627533.50809","Match","4 year degree","Democratic","Very Liberal","No","GA","No","N/A",3,"1706628336.2163","Yes","I believe he is guilty of the charges against him.","Yes","30","70","About 9 chances in 10","5 Moderately strong","guilty,70,100","9mm","70"
"227","Man","36 - 45","More than $150,000","Yes","Extremely Comfortable",2,"1706630076.65365",52.7570997364819,"1706630034.60869","NoMatch","4 year degree","Democratic","Very Liberal","No","TX","No","N/A",3,"1706630096.97394","No","I have no opinion on the defendant. The evidence is not convincing enough either way.","No","10","50","1 chance in 2 (fifty-fifty chance)","5 Moderately strong","innocent,1,2","9mm","50"
"228","Man","46 - 55","$100,000 - $149,999","Yes","Moderately Comfortable",2,"1706630093.48281",91.7521624127403,"1706630049.00538","NoMatch","Some college","Republican","Very Conservative","No","WI","Yes","Yes",3,"1706630131.22633","No","It does not appear that he is guilty.  ","No","35","14","About 1 chance in 1,000","1 Not at all strong","guilty,10,100","9mm","8"
"229","Man","26 - 35","$50,000 - $59,999","No","Moderately Comfortable",2,"1706630600.66957",79.5570792863145,"1706630505.77888","Match","4 year degree","Democratic","Somewhat Conservative","No","VA","No","N/A",3,"1706630629.31594","No","The defendant has made some very stupid decisions. However, I don't believe there is enough evidence to suggest that he was the robber that day.","Yes","25","95","About 9 chances in 10","4","guilty,9,10","9mm","90"
"230","Woman","Over 65","$70,000 - $79,999","No","Moderately Uncomfortable",2,"1706631359.86006",98.8853825489059,"1706631290.97518","Match","Professional degree","Democratic","Somewhat Liberal","No","VA","Yes","Yes",3,"1706631403.1377","No","I don't have a lot of information about the defendant","No","40","26","1 chance in 2 (fifty-fifty chance)","3","innocent,3,10","9mm","30"
"231","Woman","26 - 35","$30,000 - $39,999","Yes","Neither Comfortable nor Uncomfortable",2,"1706631586.54529",81.1375861056149,"1706631500.40002","NoMatch","4 year degree","Democratic","Middle of the Road","Yes","NJ","No","N/A",3,"1706631656.98394","No","i think he might be an innocent man that was accused of something he didnt do.","No","50","1","About 1 chance in 1,000","1 Not at all strong","guilty,1,1000","9mm","3"
"232","Man","Over 65","$100,000 - $149,999","No","Neither Comfortable nor Uncomfortable",3,"1706632305.18323",18.208229681477,"1706632256.91039","NoMatch","Professional degree","No consistent preference","Middle of the Road","No","FL","No","N/A",4,"1706632338.59061","No","Innocent","No","10","5","About 1 chance in 10,000","1 Not at all strong","innocent,1,1000","9mm","3"
"233","Woman","56 - 65","$60,000 - $69,999","No","Slightly Comfortable",3,"1706632393.65174",97.8330299491063,"1706632267.89702","Match","High school graduate","Republican","Somewhat Conservative","Yes","KS","Yes","Yes",4,"1706632445.24823","Yes","I think the defendant was able to hurt someone and might have if the alarm didn't sound. ","Yes","50","97","About 9,999 chances in 10,000","9 Extremely strong","innocent,1,1000000","9mm","98"
"234","Man","36 - 45","$100,000 - $149,999","Yes","Extremely Comfortable",2,"1706633947.98028",98.4767025569454,"1706633923.19949","Match","4 year degree","Republican","Somewhat Conservative","No","NE","No","N/A",3,"1706633967.85144","No","The defendant owned the firearm, but not sufficient evidence that they fired the weapon ","No","50","11","About 1 chance in 10","2","innocent,1,5","9mm","10"
"235","Woman","56 - 65","$10,000 - $19,999","No","Moderately Uncomfortable",2,"1706634802.52726",50.153927388601,"1706634696.93931","NoMatch","4 year degree","Democratic","Somewhat Liberal","No","VA","Yes","Yes",3,"1706634885.13134","No","The defendant has a legally registered gun. No one identified him. Based on the testimonies presented, I'd say the defendant is innocent.","No","10","23","About 1 chance in 1,000","2","innocent,1,1000","9mm","20"
"236","Man","Over 65","$100,000 - $149,999","Yes","Extremely Comfortable",2,"1706634865.74991",75.0591498799622,"1706634762.39967","NoMatch","Professional degree","Republican","Very Conservative","No","PA","No","N/A",3,"1706634917.30486","No","I do not think that the defendant is guilty. Sine the gun matches the bullet in the store does not clearly declare the defendant that he is guilty","No","50","10","About 1 chance in 1,000","2","innocent,5,100","9mm","10"
"237","Woman","56 - 65","$20,000 - $29,999","Yes","Moderately Comfortable",2,"1706636758.52609",30.8296259958297,"1706636687.26375","NoMatch","2 year degree","Republican","Somewhat Conservative","Yes","MS","No","N/A",3,"1706636808.63338","No","Richard Cole seems like a person who would commit a crime, because he was pulled over and was carrying a fire arm.  I feel like he might be guilty, but I cant say a 100% that he is . so I would have to say not guilty.","Yes","30","57","1 chance in 2 (fifty-fifty chance)","5 Moderately strong","guilty,30,50","9mm","65"
"238","Woman","36 - 45","$50,000 - $59,999","No","Moderately Uncomfortable",2,"1706637337.38318",6.67918536346406,"1706637310.63667","NoMatch","Some college","Democratic","Somewhat Liberal","Yes","IL","No","N/A",3,"1706637358.93379","No","I don't think he fired the weapon in the business","No","40","6","About 1 chance in 1,000","1 Not at all strong","guilty,1,1000","9mm","2"
"239","Woman","36 - 45","Less than $10,000","No","Slightly Uncomfortable",2,"1706638196.52142",10.5525043793023,"1706638142.81156","Match","Some college","Democratic","Very Liberal","Yes","TX","No","N/A",3,"1706638236.39944","No","There's really nothing to know about him aside from he was stopped for a traffic stop and owns a gun.","No","10","54","About 9 chances in 10","4","guilty,9,10","9mm","56"
"240","Woman","56 - 65","$100,000 - $149,999","Yes","Moderately Comfortable",2,"1706638585.33354",66.9007566059008,"1706638487.027","NoMatch","Some college","Democratic","Middle of the Road","No","MD","Yes","Yes",3,"1706638624.76179","No","He shouldn't be speeding if he is or isn't carrying. ","No","50","0","About 1 chance in 1,000","1 Not at all strong","guilty,1,1000","9mm","0"
"241","Woman","36 - 45","$50,000 - $59,999","No","Moderately Uncomfortable",2,"1706638608.91474",29.5355343725532,"1706638591.81629","NoMatch","4 year degree","Democratic","Very Liberal","No","PA","No","N/A",3,"1706638624.81236","No","I think the defendant is innocent and was in the wrong place at the wrong time.","No","50","3","About 1 chance in 10","3","guilty,1,15","9mm","10"
"242","Woman","56 - 65","$20,000 - $29,999","Yes","Extremely Comfortable",2,"1706640781.5476",63.1882326910272,"1706640700.28239","NoMatch","4 year degree","Democratic","Somewhat Liberal","No","FL","Yes","N/A",3,"1706640810.7486","No","He just happened to have a 9mm gun, but it was a different gun as shown by expert testimony of Firearm Examiner after examining bullets fired from his gun & bullet from ceiling","No","50","2","About 1 chance in 100","1 Not at all strong","guilty,2,100","9mm","2"
"243","Man","46 - 55","$60,000 - $69,999","No","Neither Comfortable nor Uncomfortable",2,"1706640783.36431",52.8419238748029,"1706640740.27275","Match","Some college","No consistent preference","Middle of the Road","No","AR","No","N/A",3,"1706640800.01952","No","I have no opinion about the defendant. He was not identified at the scene, nobody saw him fire the gun, and the handgun was legally licensed to him.","Yes","50","91","About 99 chances in 100","5 Moderately strong","innocent,5,100","9mm","97"
"244","Man","46 - 55","$100,000 - $149,999","Yes","Extremely Comfortable",2,"1706641082.12242",64.7815936943516,"1706641054.46863","Match","2 year degree","Republican","Somewhat Conservative","No","SC","Yes","Yes",3,"1706641105.12748","No","I think he could have done it but with the way the evidence was collected was a witch hunt. And I think there should have been more analysts examine the bulitts.","No","50","15","About 1 chance in 10","3","innocent,9,10","9mm","10"
"245","Man","Over 65","$100,000 - $149,999","Yes","Extremely Comfortable",2,"1706641094.98697",49.1682252846658,"1706641065.29026","NoMatch","4 year degree","Republican","Middle of the Road","No","CA","Yes","Yes",3,"1706641130.41169","No","That he did not commit the crime","No","35","21","About 1 chance in 100","3","innocent,75,100","9mm","25"
"246","Woman","56 - 65","$50,000 - $59,999","Yes","Slightly Comfortable",2,"1706642365.76225",73.29178287182,"1706642330.61487","NoMatch","High school graduate","Democratic","Somewhat Liberal","No","OH","No","N/A",3,"1706642391.03103","No","I think this defendant was speeding and had a gun, but wasn't the person who fired the shot in the store.","No","49","1","About 1 chance in 10,000","1 Not at all strong","guilty,1,100","9mm","2"
"247","Man","46 - 55","Less than $10,000","No","Neither Comfortable nor Uncomfortable",2,"1706642615.35437",63.5700939921662,"1706642489.57368","NoMatch","High school graduate","Democratic","Somewhat Liberal","Yes","TX","No","No",3,"1706642662.14059","Yes","He's guilty","Yes","25","95","Certain to be guilty","8","guilty,100,100","9mm","91"
"248","Woman","Over 65","$20,000 - $29,999","No","Moderately Comfortable",2,"1706643738.27472",88.6864922009408,"1706643374.88006","NoMatch","2 year degree","No consistent preference","Middle of the Road","No","OH","No","N/A",3,"1706643780.63395","No","I believe he is innoncent based on the facts presented by Terry Smith, firearms expert for the police department.","No","50","0","Impossible that he is guilty","1 Not at all strong","guilty,2.9,100","9mm","0"
"249","Man","46 - 55","$10,000 - $19,999","No","Slightly Comfortable",2,"1706643810.49133",44.8679273249581,"1706643779.48191","Match","Some college","Democratic","Somewhat Liberal","Yes","OR","No","N/A",3,"1706643844.72412","Yes","I believe the defendant is a street thug who probably has a rap sheet and been involved in crime before this incedent. I also believe the defendant is the one that fired the pistol in the store.","Yes","25","80","About 9 chances in 10","5 Moderately strong","guilty,8,10","9mm","80"
"250","Woman","Over 65","$20,000 - $29,999","No","Moderately Uncomfortable",2,"1706644014.03466",6.46190384868532,"1706643958.59526","NoMatch","Less than high school","No consistent preference","Middle of the Road","No","TX","No","N/A",3,"1706644061.73861","No","He could honestly be not guilty","No","50","48","About 1 chance in 100","3","innocent,1,100","9mm","50"
"251","Woman","Over 65","$100,000 - $149,999","No","Extremely Uncomfortable",2,"1706645841.87852",47.9242197470739,"1706645808.5966","NoMatch","4 year degree","Democratic","Very Liberal","No","HI","Yes","Yes",3,"1706645875.12476","No","innocent","No","50","0","Impossible that he is guilty","1 Not at all strong","innocent,100,100","9mm","0"
"252","Woman","56 - 65","$20,000 - $29,999","Yes","Slightly Uncomfortable",2,"1706645918.60552",45.4930463107303,"1706645812.93951","NoMatch","4 year degree","Democratic","Somewhat Liberal","Yes","AR","Yes","Yes",3,"1706645945.94842","No","Falsely accused of being the shooter because he was in possession of the same type of gun as the shooter. ","No","40","1","About 1 chance in 1,000","1 Not at all strong","innocent,95,100","9mm","1"
"253","Man","46 - 55","$60,000 - $69,999","Yes","Extremely Comfortable",2,"1706646118.79207",57.5704429298639,"1706646055.28712","NoMatch","4 year degree","No consistent preference","Middle of the Road","Yes","GA","No","N/A",3,"1706646140.53426","No","Based on the testimony from a very credible and expert witness, I feel that the defendant did not use/fire the firearm that was confiscated in the course of robbing the convenience store.","No","45","11","About 1 chance in 10","1 Not at all strong","innocent,9,10","9mm","10"
"254","Woman","56 - 65","$100,000 - $149,999","Yes","Extremely Comfortable",2,"1706721663.08636",97.8763980790973,"1706721604.70126","Match","4 year degree","No consistent preference","Middle of the Road","No","SC","Yes","Yes",3,"1706721709.87777","No","Indifferent.  i would need more information about him and if he was the same height, build, etc and if there is video of him in the store","Yes","50","99","About 9,999 chances in 10,000","8","innocent,2,100","9mm","90"
"255","Woman","56 - 65","$40,000 - $49,999","No","Slightly Comfortable",2,"1706723593.22744",63.8862804509699,"1706723556.89734","Match","High school graduate","Republican","Middle of the Road","No","FL","No","N/A",3,"1706723628.14745","Yes","I think that he did it","Yes","30","90","About 9 chances in 10","4","innocent,1,100","9mm","83"
"256","Woman","56 - 65","$90,000 - $99,999","No","Slightly Uncomfortable",2,"1706724022.91434",83.1958404975012,"1706723985.66498","Match","4 year degree","Democratic","Somewhat Liberal","No","AK","Yes","No",3,"1706724052.98019","Yes","I think the defendant made a huge mistake and is guilty","Yes","49","50","About 99 chances in 100","8","innocent,2,100","9mm","96"
"257","Man","46 - 55","More than $150,000","No","Moderately Comfortable",2,"1706725649.30838",25.0166555866599,"1706725618.23246","Match","4 year degree","Republican","Somewhat Conservative","Yes","NJ","Yes","Yes",3,"1706725667.69109","Yes","The think the defendant had the same gun in his possession that was used in the robbery.","Yes","50","97","About 9,999 chances in 10,000","8","innocent,1,10000","9mm","97"
"258","Woman","56 - 65","$60,000 - $69,999","No","Slightly Uncomfortable",2,"1706725868.72934",8.77881390042603,"1706725812.76388","Match","2 year degree","Democratic","Somewhat Conservative","No","PA","Yes","Yes",3,"1706725900.4745","Yes","I think his intention was to rob and get money from the store","Yes","50","99","About 9,999 chances in 10,000","8","innocent,1,111111111111","9mm","97"
"259","Man","46 - 55","$20,000 - $29,999","Yes","Moderately Comfortable",2,"1706726669.03575",91.0857167793438,"1706726637.69961","Match","Some college","No consistent preference","Middle of the Road","No","TN","No","N/A",3,"1706726689.29896","No","It's definitely possible he did it...but then again, someone he knew could've--accidentally or intentionally--left the gun in his vehicle.  All this testimony and evidence proves is that this very gun was the gun that fired the bullet into the ceiling of the store; it does not prove that the Defendant did it.  Were his fingerprints on the gun?  Were there other fingerprints? Did the State test the door handle, steering wheel, other car parts for gunshot residue? Is there video of the incident?  Does the body type, gait, mannerisms of the person in the video match the Defendant?  There is definitely not enough evidence to convict in my opinion.  ","Yes","40","70","1 chance in 2 (fifty-fifty chance)","3","guilty,7,10","9mm","75"
"260","Woman","56 - 65","More than $150,000","No","Slightly Uncomfortable",2,"1706726924.42486",85.5908529832959,"1706726898.45429","Match","Professional degree","Democratic","Very Liberal","No","CA","No","N/A",3,"1706726939.49277","No","I didn't. I only thought about the evidence","Yes","0","50","1 chance in 2 (fifty-fifty chance)","4","innocent,50,50","9mm","18"
"261","Man","Over 65","More than $150,000","No","Extremely Uncomfortable",2,"1706727111.4988",5.79099338501692,"1706727059.86126","Match","Professional degree","Democratic","Somewhat Liberal","No","NY","Yes","Yes",3,"1706727138.10739","No","really don't have any information about the defendant. It appears likely that he is guilty, but not beyond a reasonable doubt.","Yes","40","91","About 9 chances in 10","5 Moderately strong","innocent,1,10","9mm","90"
"262","Man","56 - 65","$40,000 - $49,999","Yes","Extremely Comfortable",2,"1706728321.67486",42.8343410836533,"1706727074.15545","NoMatch","Some college","Republican","Somewhat Conservative","No","PA","No","N/A",3,"1706728340.33229","No","I feel he is innocent.","No","50","1","About 1 chance in 10,000","1 Not at all strong","innocent,99,100","9mm","1"
"263","Woman","56 - 65","$60,000 - $69,999","Yes","Extremely Comfortable",2,"1706731398.24554",78.3469510730356,"1706731362.196","NoMatch","4 year degree","Republican","Somewhat Conservative","No","GA","No","N/A",3,"1706731418.34983","No","I think he was in illegal possession of a firearm that more likely than not, did not fire the bullet at the convenience store. ","No","50","3","About 1 chance in 1,000","4","guilty,10,100","9mm","10"
"264","Man","Over 65","More than $150,000","No","Slightly Uncomfortable",2,"1706731658.66036",32.5110473437235,"1706731613.60311","Match","Professional degree","Democratic","Somewhat Liberal","No","CA","Yes","Yes",3,"1706731692.4142","Yes","I'm convinced that the defendant's gun was fired in the store. Unless the defendant has a compelling explanation for why he didn't fire the weapon, I think he's guilty as charged","Yes","50","71","About 99 chances in 100","8","innocent,1,100","9mm","75"
"265","Man","46 - 55","More than $150,000","No","Neither Comfortable nor Uncomfortable",2,"1706731939.54732",93.0086823180318,"1706731906.48083","NoMatch","Some college","Democratic","Very Liberal","Yes","RI","Yes","Yes",3,"1706731972.78192","No","That he was an unlucky asshat carrying a pistol in his car.","No","50","50","About 1 chance in 100","1 Not at all strong","innocent,99,100","9mm","50"
"266","Woman","56 - 65","$40,000 - $49,999","No","Extremely Uncomfortable",2,"1706732568.65156",48.5565330367535,"1706732471.66161","Match","4 year degree","No consistent preference","Somewhat Liberal","No","CA","Yes","Yes",3,"1706732609.87079","Yes","He is quilty based on the evidence presented.","Yes","50","99","About 9,999 chances in 10,000","9 Extremely strong","innocent,1,10000","9mm","99"
"267","Man","18 - 25","$50,000 - $59,999","No","Moderately Uncomfortable",2,"1706732768.40515",94.7302629938349,"1706732753.10715","Match","High school graduate","Democratic","Very Liberal","No","NY","Yes","No",3,"1706732787.98292","No","Nothing. I cannot verify if the defedant is or is not the person committed this crime and, in turn, have no opinion on him or his character.","No","50","36","About 1 chance in 1,000","3","guilty,1,100000","9mm","20"
"268","Man","Over 65","$90,000 - $99,999","No","Neither Comfortable nor Uncomfortable",2,"1706732814.83526",34.3632045434788,"1706732755.30246","Match","Professional degree","No consistent preference","Somewhat Liberal","No","PA","No","N/A",3,"1706732847.61417","No","I do not have any opinion about the defendant other than he might drive too fast. Whoever fired that gun was desperate but not desperate enough to kill anybody.  ","No","40","50","1 chance in 2 (fifty-fifty chance)","5 Moderately strong","innocent,1,2","9mm","50"
"269","Man","56 - 65","$10,000 - $19,999","No","Slightly Uncomfortable",2,"1706735022.48959",12.5878131948411,"1706734950.2459","NoMatch","4 year degree","Republican","Middle of the Road","No","CA","No","N/A",3,"1706735063.44409","No","I know very little other then he was a suspect and pulled over on a traffic stop","No","0","60","About 1 chance in 100","3","innocent,40,100","9mm","58"
"270","Man","56 - 65","$40,000 - $49,999","No","Moderately Comfortable",2,"1706735398.80471",97.3454697523266,"1706735286.75803","Match","4 year degree","Democratic","Somewhat Liberal","No","AZ","No","No",3,"1706735490.01152","Yes","the defendant is guilty of the crime ","Yes","40","About 99 chances in 100","About 99 chances in 100","7","guilty,99,100","9mm","60"
"271","Woman","Over 65","$30,000 - $39,999","No","Slightly Uncomfortable",2,"1706737478.47035",81.3074563397095,"1706737417.8223","Match","4 year degree","Democratic","Very Liberal","No","PA","Yes","Yes",3,"1706737523.23636","Yes","I think he is guilty. I think he was in the beginning of his life of crime.","Yes","50","93","Certain to be guilty","9 Extremely strong","innocent,2,100","9mm","97"
"272","Woman","56 - 65","More than $150,000","No","Moderately Uncomfortable",2,"1706800729.5242",12.7244968200102,"1706800643.80012","Match","4 year degree","Democratic","Somewhat Liberal","No","VA","Yes","Yes",4,"1706800753.2324","Yes","He's not a great criminal. First, he falls for the old push the button that summons the police and did not remove the gun from his vehicle/possession","Yes","50","94","About 1 chance in 100","8","innocent,1.5,100","9mm","97"
"273","Woman","56 - 65","$40,000 - $49,999","No","Extremely Uncomfortable",2,"1706802080.99378",1.45893509034067,"1706801944.8742","Match","High school graduate","No consistent preference","Middle of the Road","Yes","OH","No","N/A",3,"1706802121.1984","No","I think it is likely he is guilty but if someone else had access to the gun they could be the guilty party instead,,there is no description of the perpetrator only that the bullet matched the gun","Yes","50","98","About 9,999 chances in 10,000","5 Moderately strong","innocent,1,10000","9mm","99"
"274","Woman","Over 65","$40,000 - $49,999","No","Extremely Uncomfortable",2,"1706802144.58076",14.8814862826839,"1706802090.40711","Match","4 year degree","Democratic","Somewhat Liberal","Yes","IL","No","N/A",3,"1706802169.61776","Yes","that he is the one that fired the gun in the store","Yes","50","96","Certain to be guilty","9 Extremely strong","innocent,2,100","22mm","100"
"275","Woman","56 - 65","$10,000 - $19,999","No","Slightly Comfortable",3,"1706804664.69082",26.5398659976199,"1706804603.05759","Match","2 year degree","No consistent preference","Middle of the Road","Yes","PA","No","N/A",4,"1706804699.67167","No","Since the only compelling evidence is the bullet, and there is a slight chance that the identification could produce a false positive, I would say Not Guilty.","Yes","0","48","1 chance in 2 (fifty-fifty chance)","3","guilty,3,10","9mm","50"
"276","Woman","46 - 55","$90,000 - $99,999","No","Slightly Comfortable",2,"1706804719.82864",13.4518690640107,"1706804637.27173","Match","Professional degree","Democratic","Somewhat Liberal","No","TX","Yes","No",3,"1706804736.48927","No","If the defendant is guilty, this is probably the first time he tried to rob a store. However, he may not be guilty because the clerk could not identify him even though the gun was found in his car.","Yes","0","68","1 chance in 2 (fifty-fifty chance)","5 Moderately strong","guilty,1,2","9mm","75"
"277","Woman","46 - 55","$100,000 - $149,999","No","Moderately Uncomfortable",2,"1706805783.99127",66.992986924015,"1706805757.00104","Match","Professional degree","Democratic","Somewhat Liberal","No","NY","No","N/A",3,"1706805805.48389","Yes","That he was careless in keeping the gun in his car when he used it in convenience store","Yes","50","96","About 99 chances in 100","8","guilty,99,100","9mm","97"
"278","Man","56 - 65","$20,000 - $29,999","No","Extremely Uncomfortable",2,"1706805826.11932",86.1191423842683,"1706805778.07603","NoMatch","2 year degree","Democratic","Very Liberal","No","FL","No","N/A",3,"1706805862.31036","No","i think he is guilty but there isnt enough evidence","Yes","50","96","About 1 chance in 1,000","2","innocent,1,100","9mm","98"
"279","Man","56 - 65","$70,000 - $79,999","No","Neither Comfortable nor Uncomfortable",2,"1706809429.60352",86.0243277391419,"1706809380.54132","NoMatch","Some college","Democratic","Somewhat Liberal","No","NV","No","N/A",4,"1706809464.55159","No","I don't think it's been established that the defendant did anything wrong. I have no initial thoughts about the defendant.","No","50","1","About 1 chance in 10,000","1 Not at all strong","innocent,99,100","9mm","3"
"280","Man","36 - 45","$70,000 - $79,999","No","Neither Comfortable nor Uncomfortable",2,"1706809481.72447",17.4978164490312,"1706809446.44668","Match","4 year degree","Democratic","Very Liberal","No","HI","No","N/A",3,"1706809505.37331","No","I don't think the defendant is innocent but he has not been proven guilty of the specific crime that he is being charged for.  Prosecution hasn't proven or even attempted yet to prove that he fired the gun.","Yes","25","95","1 chance in 2 (fifty-fifty chance)","6","innocent,1,90","9mm","93"
"281","Woman","56 - 65","$100,000 - $149,999","No","Moderately Comfortable",2,"1706811776.39485",14.5089022349566,"1706811744.7419","NoMatch","4 year degree","Democratic","Very Liberal","No","SC","Yes","Yes",3,"1706811971.30777","Yes","He is guilty of discharging a firearm in a place of business during an attempted arm robbery","Yes","50","100","Certain to be guilty","9 Extremely strong","innocent,1,1","9mm","100"
"282","Man","Over 65","$100,000 - $149,999","No","Slightly Comfortable",2,"1706811838.57086",63.2761979475617,"1706811807.46072","Match","Professional degree","Democratic","Somewhat Liberal","No","PA","Yes","No",3,"1706811873.87468","Yes","He is a robber","Yes","50","94","About 9 chances in 10","8","innocent,5,100","9mm","96"
"283","Man","56 - 65","$30,000 - $39,999","No","Extremely Comfortable",2,"1706815046.14452",76.6998213017359,"1706815025.57549","Match","4 year degree","Democratic","Somewhat Liberal","No","FL","No","N/A",4,"1706816038.43691","No","No opinion. Nothing really provided about this person.","Yes","50","76","About 9 chances in 10","7","innocent,1,10","9mm","90"
"284","Man","56 - 65","$90,000 - $99,999","No","Slightly Uncomfortable",2,"1706818952.35689",17.6084118429571,"1706818907.28649","Match","Professional degree","No consistent preference","Middle of the Road","No","PA","Yes","No",3,"1706818978.93583","Yes","The defendant owned and had in his possession the gun that was fired at the scene.","Yes","50","99","About 999 chances in 1,000","8","guilty,99,100","9mm","97"
"285","Man","Over 65","$70,000 - $79,999","No","Extremely Comfortable",2,"1706818987.18996",95.7099477993324,"1706818935.62476","NoMatch","4 year degree","No consistent preference","Middle of the Road","No","VA","Yes","Yes",3,"1706819020.67565","No","I don't think anything about the defendant.  What I can say is that the only gun that has been related to the defendant has not been related to the bullet found at the scene of the crime.  ","No","40","9","About 1 chance in 100","3","guilty,2,10","9mm","12"
"286","Man","Over 65","$40,000 - $49,999","Yes","Extremely Comfortable",2,"1706819003.77554",21.9604101963341,"1706818942.85441","NoMatch","High school graduate","Republican","Somewhat Conservative","No","OH","No","N/A",3,"1706819038.19068","No","I think he is not guilty.This staement:Because this gun was the same caliber as the one used in the convenience store shooting, it was confiscated for testing.In this case, the accidental, random marks on the bullets from the firing process were substantially different - enough so to conclude that the two bullets were likely fired from different guns:: That made my decision clear","No","20","0","Impossible that he is guilty","1 Not at all strong","guilty,1,1000000","9mm","0"
"287","Man","56 - 65","$100,000 - $149,999","No","Extremely Comfortable",2,"1706824273.04158",94.5160943083465,"1706824233.23263","Match","Professional degree","No consistent preference","Somewhat Liberal","No","GA","No","N/A",3,"1706824314.51748","Yes","I have no personal opinion about the defendant, but he was in possession of the weapon fired","Yes","35","83","About 99 chances in 100","5 Moderately strong","guilty,98,100","9mm","50"
"288","Man","Over 65","$90,000 - $99,999","No","Extremely Comfortable",2,"1706891191.67628",72.8199692210183,"1706891163.8889","Match","4 year degree","Republican","Somewhat Conservative","No","FL","Yes","Yes",4,"1706891216.47746","No","I think there is reasonable doubt that he did the crime. There is zero other evidence presented. Even if it was his gun that the bullet came from they have not proved he shot the gun in the store.","Yes","0","70","1 chance in 2 (fifty-fifty chance)","2","guilty,70,100","9mm","70"
"289","Man","Over 65","$100,000 - $149,999","No","Slightly Comfortable",2,"1706891986.4479",30.3791806101799,"1706891942.53752","NoMatch","Professional degree","Republican","Somewhat Liberal","No","MI","No","No",3,"1706892016.15574","No","i think the defendant is not guilty.","No","40","6","About 1 chance in 100","1 Not at all strong","innocent,85,100","9mm","15"
"290","Man","46 - 55","$80,000 - $89,999","No","Neither Comfortable nor Uncomfortable",2,"1706892118.06841",90.0074180215597,"1706892061.71869","Match","4 year degree","Democratic","Very Liberal","No","FL","No","N/A",3,"1706892150.77024","Yes","because he wanted to defend him self ","No","30","64","1 chance in 2 (fifty-fifty chance)","1 Not at all strong","innocent,4,10","9mm","70"
"291","Man","56 - 65","$30,000 - $39,999","No","Neither Comfortable nor Uncomfortable",2,"1706893182.93148",36.5889641689137,"1706893160.15612","NoMatch","Professional degree","Democratic","Somewhat Liberal","No","NJ","No","N/A",3,"1706893204.09699","Yes","I think he is guilty of fire the gun.","Yes","25","89","About 9 chances in 10","5 Moderately strong","guilty,1,10","9mm","90"
