"","race","gender","age","income","gunown","guncomfort","time.x","fingerprint","educ","vote","poli","arrest","state","jury","jurycrim","time.y"
"397","Black or African American","Male",28,"$60,000 - $69,999","No","Neither Comfortable nor Uncomfortable",1658362215.71605,"1883ce9c061eedaf846c3394f6f94840","2 year degree","No consistent preference","Middle of the Road","Yes","TX","Yes","No",1658362258.40951
"398","Black or African American","Female",31,"$40,000 - $49,999","No","Extremely Uncomfortable",1658362331.71347,"70b5a32a66e2b7f2e01d16501929a2ee","4 year degree","No consistent preference","Middle of the Road","Yes","OH","No","N/A",1658362383.7748
"399","White","Female",49,"$30,000 - $39,999","No","Slightly Uncomfortable",1658363741.63887,"b2540df79a1ca3176632b711481add1b","Professional degree","Democratic","Somewhat Liberal","No","AZ","No","N/A",1658363768.05755
"400","White","Female",72,"$80,000 - $89,999","No","Slightly Uncomfortable",1658364245.65243,"a7fd72c5ca37b7523bca9e400f1ec69c","Professional degree","Republican","Somewhat Conservative","No","NY","Yes","Yes",1658364283.10533
"401","White","Male",41,"$70,000 - $79,999","No","Moderately Comfortable",1658364381.43383,"cdd2458b05be7978bf58bde28b3bb01e","2 year degree","No consistent preference","Somewhat Conservative","No","OH","No","N/A",1658364410.50572
"402","Black or African American","Female",65,"$60,000 - $69,999","No","Extremely Uncomfortable",1658364477.5763,"69e7a46dbe8098b3b0505452ea20a761","Doctorate","No consistent preference","Middle of the Road","No","AL","No","N/A",1658364517.47429
"403","Black or African American","Male",39,"$80,000 - $89,999","Yes","Moderately Comfortable",1658364628.15401,"05836bfb8541a2c24855789804237d4b","4 year degree","Democratic","Somewhat Liberal","Yes","MO","No","N/A",1658364647.78185
"404","White","Male",55,"$80,000 - $89,999","Yes","Extremely Comfortable",1658364668.27069,"b3736259b736b764df98bfabef00aa62","Some college","No consistent preference","Somewhat Liberal","No","PA","Yes","Yes",1658364694.30327
"405","White","Female",39,"$100,000 - $149,999","No","Slightly Uncomfortable",1658364754.95695,"ea677d49b35e7ea99c6df0b596507ae0","Professional degree","Democratic","Somewhat Liberal","No","FL","No","N/A",1658364777.49557
"406","Black or African American","Female",21,"$20,000 - $29,999","No","Extremely Uncomfortable",1658364768.24701,"33b1188fe43d5f591fe51372809d802b","Some college","Democratic","Very Liberal","No","TX","No","N/A",1658364790.53801
"408","White","Male",40,"$70,000 - $79,999","No","Slightly Comfortable",1658365143.40382,"04167de790b0d77a47e2ea92e2b7d62e","Some college","Democratic","Somewhat Liberal","No","MD","Yes","Yes",1658365167.00674
"409","White","Female",51,"More than $150,000","No","Extremely Uncomfortable",1658365287.13588,"c6d4a90c2207ff271a053ace8eb84c04","4 year degree","Republican","Very Conservative","No","VA","No","N/A",1658365312.79417
"410","Asian","Male",70,"$100,000 - $149,999","No","Slightly Comfortable",1658365313.2032,"d7789444179bdfbf5d5b6b0714c08a37","Professional degree","Republican","Very Conservative","No","HI","No","N/A",1658365349.91675
"411","White","Male",55,"$20,000 - $29,999","No","Extremely Comfortable",1658366062.18518,"cf0cb37cce68cf8b7eff114dd606150f","Some college","No consistent preference","Middle of the Road","Yes","LA","No","N/A",1658366086.79562
"412","Black or African American","Male",65,"$100,000 - $149,999","Yes","Moderately Comfortable",1658366255.73216,"0a595a6dbb9f109ef5bf3117ce0f77dd","4 year degree","No consistent preference","Middle of the Road","No","MS","No","N/A",1658366295.37832
"413","White","Female",40,"$100,000 - $149,999","Yes","Slightly Uncomfortable",1658366333.32016,"6fbe157422d15b1a3193f210ecccee77","4 year degree","Democratic","Somewhat Liberal","No","CA","Yes","Yes",1658366352.97299
"414","White","Female",53,"$90,000 - $99,999","No","Extremely Uncomfortable",1658366389.89938,"7e09b5bf331afd0db6100dfa6ddb4ab9","4 year degree","Democratic","Very Liberal","No","KY","No","N/A",1658366409.50792
"415","White","Male",69,"$70,000 - $79,999","No","Moderately Comfortable",1658366481.84616,"b3936c137420529d5ca5bb418a2aa16b","4 year degree","No consistent preference","Somewhat Liberal","No","GA","Yes","N/A",1658366523.80122
"416","White","Female",52,"$20,000 - $29,999","Yes","Slightly Comfortable",1658367408.7538,"eb605490d6c8a9621d59f0610010ff45","Professional degree","Republican","Very Conservative","No","IN","No","N/A",1658367428.61421
"417","White","Male",40,"More than $150,000","No","Extremely Comfortable",1658367415.07367,"23e53370a7af9eb5da86cbcafb8424ea","4 year degree","Democratic","Middle of the Road","Yes","IA","No","N/A",1658367438.34084
"418","Black or African American","Male",24,"$40,000 - $49,999","No","Extremely Comfortable",1658367803.50383,"96f01fd713aaf49d2a9980b2cc5623a2","4 year degree","Democratic","Middle of the Road","No","NY","No","N/A",1658367846.75801
"419","White","Male",40,"$90,000 - $99,999","No","Slightly Comfortable",1658368007.85057,"98ebdcfd5c025308f739f77adb47d3d7","Professional degree","Democratic","Very Liberal","No","CA","No","No",1658368035.69945
"420","White","Female",63,"$40,000 - $49,999","Yes","Slightly Uncomfortable",1658368080.32397,"ea19854bf7594d1750471bb338f8a792","2 year degree","Democratic","Somewhat Liberal","Yes","NY","Yes","No",1658368131.07091
"421","White","Female",53,"$40,000 - $49,999","No","Slightly Comfortable",1658368093.31792,"24e3144d81c4795e1fd0e7a30819bf8a","Some college","Democratic","Somewhat Liberal","No","TX","No","N/A",1658368131.22048
"422","Black or African American","Female",65,"$100,000 - $149,999","Yes","Slightly Uncomfortable",1658368163.10502,"2beac0bee7852723d7b151968749efe4","Professional degree","Democratic","Middle of the Road","Yes","IL","Yes","Yes",1658368212.23313
"423","White","Male",74,"$100,000 - $149,999","Yes","Extremely Comfortable",1658369720.64181,"fe9b3f108ba08c2c17dd0080fd0fb761","Professional degree","Democratic","Somewhat Liberal","No","NC","No","N/A",1658369751.05703
"424","Black or African American","Female",24,"$100,000 - $149,999","No","Slightly Uncomfortable",1658369833.7808,"6769fabf73a8a94fa9120a6685c21cd8","4 year degree","Democratic","Somewhat Liberal","Yes","MD","No","N/A",1658369896.23426
"425","Black or African American","Female",32,"$100,000 - $149,999","No","Extremely Uncomfortable",1658413248.68204,"c45f6643999d0cb272aad005b25f3ccd","4 year degree","No consistent preference","Somewhat Liberal","No","VA","No","N/A",1658413266.95209
"426","White","Male",43,"$10,000 - $19,999","No","Moderately Comfortable",1658413729.50304,"227b7829607e4ddf30f8936382804766","Some college","Democratic","Somewhat Liberal","Yes","AZ","No","N/A",1658413799.67932
"427","Black or African American","Female",44,"$20,000 - $29,999","No","Slightly Uncomfortable",1658413868.46842,"f930fe42a530f29dffcbd9d5f0d96cf3","High school graduate","Republican","Somewhat Conservative","Yes","AL","No","N/A",1658413965.5633
"428","Asian","Female",44,"$100,000 - $149,999","No","Extremely Uncomfortable",1658414185.58756,"109d94c71e61b439fc58f7de652218b8","Some college","Democratic","Very Liberal","No","NJ","No","N/A",1658414219.60858
"429","Black or African American","Male",45,"$10,000 - $19,999","No","Neither Comfortable nor Uncomfortable",1658414236.84428,"918065f0f601c4a1b56829c6b9692b77","2 year degree","Democratic","Middle of the Road","Yes","TN","No","N/A",1658414267.09766
"430","White","Female",40,"$20,000 - $29,999","No","Slightly Uncomfortable",1658414476.16055,"e0057178b1df226ac606a3cc7454792e","2 year degree","Democratic","Somewhat Liberal","No","NC","No","N/A",1658414496.36644
"431","White","Male",39,"More than $150,000","Yes","Extremely Comfortable",1658414568.11419,"3803ecabd0ee2e0e590f8c55141fa4ad","Professional degree","Republican","Somewhat Conservative","No","AL","No","N/A",1658414588.95576
"432","Black or African American","Male",29,"Less than $10,000","No","Neither Comfortable nor Uncomfortable",1658414609.61192,"1bcb17391a24cfdbd289505dcc06db94","4 year degree","Democratic","Very Liberal","No","KY","No","N/A",1658414627.92782
"433","White","Female",66,"$100,000 - $149,999","No","Extremely Uncomfortable",1658414703.24854,"4e4b6f258bb2a8da6391b4f61fae779f","2 year degree","Democratic","Somewhat Liberal","No","OH","No","N/A",1658414731.91284
"434","Black or African American, Hispanic","Female",22,"$60,000 - $69,999","No","Slightly Uncomfortable",1658414751.43011,"549d3453a9b54d388e3e5297b67ea283","4 year degree","Democratic","Very Liberal","No","FL","No","N/A",1658414779.5461
"435","Black or African American","Female",NA,"$80,000 - $89,999","No","Moderately Comfortable",1658420920.54316,"ca0e56c91ffe422b3627ef4c4cf1bfbf","Professional degree","Democratic","Middle of the Road","No","PA","No","N/A",1658420945.78213
"436","White","Male",NA,"$100,000 - $149,999","No","Moderately Comfortable",1658421756.49274,"77ba04cc82ca87e635d649811eb33112","4 year degree","Democratic","Middle of the Road","No","MN","No","N/A",1658421793.94473
"438","Black or African American","Female",54,"$20,000 - $29,999","No","Extremely Uncomfortable",1658422360.01147,"36fc32542980eee38e5fbd8cc5915f56","Some college","Democratic","Middle of the Road","Yes","SC","No","N/A",1658422401.7257
"439","White","Female",52,"$30,000 - $39,999","No","Slightly Uncomfortable",1658422727.83525,"0079a03983c345457dd6fbe059ac7867","2 year degree","No consistent preference","Somewhat Liberal","Yes","OK","No","N/A",1658422794.51497
"440","White","Female",62,"More than $150,000","Yes","Slightly Uncomfortable",1658422744.50373,"7f81e1a78095065794fce1c49b67519c","Professional degree","Republican","Middle of the Road","No","NC","Yes","Yes",1658422773.95887
"441","White","Female",39,"$10,000 - $19,999","No","Moderately Comfortable",1658422921.38705,"0f6c7cfcdb50887be08306d68be20d8b","4 year degree","Democratic","Very Liberal","No","GA","No","N/A",1658422947.76442
"442","White","Male",38,"$40,000 - $49,999","Yes","Neither Comfortable nor Uncomfortable",1658422941.36196,"6c40a1101ecd9e4c0028d9240068ad0f","4 year degree","Democratic","Somewhat Liberal","No","AR","No","N/A",1658422962.57911
"443","Black or African American","Male",20,"$50,000 - $59,999","No","Neither Comfortable nor Uncomfortable",1658422950.79598,"5a1de4b3091407df7acde6773dea6ee0","High school graduate","No consistent preference","Middle of the Road","No","TX","No","N/A",1658422974.80353
"444","White","Female",59,"$40,000 - $49,999","No","Neither Comfortable nor Uncomfortable",1658423830.75004,"c2081654665b60932207e0d89d40170c","4 year degree","No consistent preference","Somewhat Conservative","Yes","GA","Yes","Yes",1658423898.90299
"445","White","Male",72,"$70,000 - $79,999","No","Extremely Uncomfortable",1658424014.84727,"7a06e72c1e21751dab101698916b3765","Professional degree","No consistent preference","Somewhat Liberal","No","PA","No","N/A",1658424053.5642
"446","White","Male",NA,"More than $150,000","Yes","Neither Comfortable nor Uncomfortable",1658424097.5166,"e2664b57cf69079c83d6e84b4fa810fa","4 year degree","Democratic","Somewhat Liberal","No","CA","No","N/A",1658424136.51021
"447","Black or African American","Male",59,"$100,000 - $149,999","No","Moderately Comfortable",1658424181.06713,"042a59f326415c8f99efe15bb4a82c7a","High school graduate","Democratic","Middle of the Road","No","TX","Yes","Yes",1658424216.42076
"448","White","Female",40,"$30,000 - $39,999","No","Slightly Comfortable",1658424327.88261,"46e553fef0c32bd89e643f50ad148534","Some college","Democratic","Somewhat Liberal","Yes","OR","No","N/A",1658424361.60095
"449","Black or African American","Female",31,"$20,000 - $29,999","No","Extremely Uncomfortable",1658424401.48127,"6e114cd6471c902fefe4290d171801ee","Professional degree","Democratic","Very Liberal","No","TX","No","N/A",1658424430.19592
"450","White","Female",68,"$80,000 - $89,999","Yes","Moderately Comfortable",1658424921.47657,"1e483e0d07120f13d1474edcdd11cbdf","High school graduate","Republican","Middle of the Road","No","SC","Yes","No",1658424965.93446
"451","Asian","Male",56,"More than $150,000","Yes","Extremely Comfortable",1658424932.36661,"cef024949ebc0a62e378a39a0c00c854","Doctorate","No consistent preference","Middle of the Road","No","CA","Yes","No",1658424973.26811
"452","White","Male",NA,"More than $150,000","No","Neither Comfortable nor Uncomfortable",1658425489.27386,"c0232ce0094ad76b154caa4df6267915","Professional degree","Democratic","Somewhat Liberal","No","NJ","No","N/A",1658425511.97802
"453","White","Female",51,"$20,000 - $29,999","Yes","Moderately Comfortable",1658425562.63705,"e91e81fdd8a639eb4ec7c83ff4822b69","High school graduate","Republican","Very Conservative","No","OH","No","N/A",1658425586.60523
"454","White","Male",45,"$10,000 - $19,999","No","Slightly Uncomfortable",1658426049.78468,"9f56034474823b361396892581fe1b2d","4 year degree","No consistent preference","Middle of the Road","No","GA","No","N/A",1658426089.15379
"455","White","Male",38,"Less than $10,000","No","Slightly Comfortable",1658426458.96683,"adb2f133c0503d0502c29bd0cf6a6974","High school graduate","No consistent preference","Middle of the Road","Yes","OR","No","N/A",1658426530.72257
"456","Black or African American","Male",20,"Less than $10,000","No","Extremely Uncomfortable",1658426486.71529,"948fd0da8d553bfa790adc230a2697a1","Some college","Democratic","Somewhat Liberal","No","CA","No","N/A",1658426512.18057
"457","Black or African American","Male",26,"$40,000 - $49,999","No","Slightly Comfortable",1658426511.7174,"c43757dc660d6d2fd3db0cf9a37eabad","Some college","Democratic","Somewhat Liberal","No","TX","No","N/A",1658426535.47271
"458","White","Female",61,"$50,000 - $59,999","Yes","Moderately Comfortable",1658426576.83325,"79f56cc07d7d04a44156e0430159e7f5","Some college","Republican","Very Conservative","Yes","OK","No","N/A",1658426605.98006
"459","White","Female",42,"$70,000 - $79,999","No","Slightly Comfortable",1658426719.76778,"6c539a19eb6b6c92a43a662e0cff84e3","Some college","No consistent preference","Middle of the Road","Yes","WA","No","N/A",1658426740.15326
"460","White","Male",43,"$100,000 - $149,999","Yes","Extremely Comfortable",1658426795.40884,"328100dc6eb76c964004c9fdb00b76bb","2 year degree","No consistent preference","Somewhat Liberal","No","WV","No","N/A",1658426824.41678
"461","White","Female",82,"$30,000 - $39,999","No","Neither Comfortable nor Uncomfortable",1658426804.4648,"2b003d69546e3c6e7a4c60655ba7f34f","Professional degree","Democratic","Somewhat Liberal","No","CT","Yes","No",1658426834.95752
"462","White","Male",NA,"$40,000 - $49,999","No","Slightly Uncomfortable",1658427741.04058,"b0d90bb14f80246884413a1f1bb4d7cd","Professional degree","No consistent preference","Somewhat Conservative","Yes","CT","No","N/A",1658427772.94063
"463","White","Female",37,"More than $150,000","No","Neither Comfortable nor Uncomfortable",1658427787.06422,"ebc0e649dbb327b4084f74adba6d8477","4 year degree","Republican","Somewhat Conservative","No","NY","Yes","N/A",1658427843.26795
"464","White","Female",38,"$50,000 - $59,999","No","Neither Comfortable nor Uncomfortable",1658427898.01672,"19a5fd5e5db6a5c0a5e6070911b976e5","Some college","No consistent preference","Middle of the Road","Yes","VA","No","N/A",1658427934.34575
"465","Black or African American","Female",63,"$40,000 - $49,999","Yes","Extremely Uncomfortable",1658428008.66527,"dd377d054b9b289c675ee344167879a7","Professional degree","Democratic","Somewhat Liberal","Yes","FL","No","N/A",1658428066.14739
"467","White","Male",41,"$10,000 - $19,999","No","Extremely Uncomfortable",1658428379.59935,"8040c8fd42bbc4e43b48d7111df13134","4 year degree","Democratic","Very Liberal","Yes","IN","No","N/A",1658428424.2981
"468","White","Male",63,"$70,000 - $79,999","Yes","Extremely Comfortable",1658428602.29222,"acc14a0b90f2960a918d36c168cdf232","High school graduate","Republican","Very Conservative","Yes","SC","No","N/A",1658428641.18706
"469","White, Black or African American","Male",53,"Less than $10,000","No","Neither Comfortable nor Uncomfortable",1658429170.1673,"83d2b8ced3b5479db3dce4b258c17c1e","Some college","Democratic","Somewhat Liberal","No","MD","No","N/A",1658429211.66665
"470","White","Female",NA,"$10,000 - $19,999","No","Slightly Comfortable",1658430164.02744,"7a0d1baaca79b9c4f29b57763e27b93c","Doctorate","Democratic","Very Liberal","Yes","MA","Yes","No",1658430186.99551
"471","White","Female",45,"$20,000 - $29,999","Yes","Slightly Uncomfortable",1658430211.84893,"e431e7b089a6d3e6ea72dcf3bb756270","4 year degree","Democratic","Somewhat Liberal","No","IA","No","N/A",1658430247.8226
"472","White","Male",67,"$50,000 - $59,999","Yes","Extremely Comfortable",1658430214.72943,"a75e6b8a8069d4f7f0b42cc10eaf5b51","High school graduate","No consistent preference","Somewhat Conservative","No","NC","No","N/A",1658430240.87023
"473","White","Female",44,"$70,000 - $79,999","No","Extremely Comfortable",1658430501.2546,"7cee949d58edef8266d2ef9662c30d60","4 year degree","Democratic","Somewhat Liberal","No","PA","No","N/A",1658430520.32636
"474","White","Male",42,"$30,000 - $39,999","No","Slightly Comfortable",1658430644.11754,"b236cbcdcb76ba4d17e3c217150d8bd6","Some college","No consistent preference","Middle of the Road","Yes","VA","Yes","Yes",1658430665.57083
"476","Black or African American, American Indian or Alaska Native","Male",NA,"$70,000 - $79,999","No","Neither Comfortable nor Uncomfortable",1658430728.85087,"25d2e7ecf174bb5b6255b9532f8c919f","4 year degree","Democratic","Somewhat Liberal","No","TX","No","No",1658430805.92118
"477","Black or African American, American Indian or Alaska Native","Male",NA,"$70,000 - $79,999","No","Neither Comfortable nor Uncomfortable",1658430728.85087,"25d2e7ecf174bb5b6255b9532f8c919f","4 year degree","Democratic","Somewhat Liberal","No","TX","No","N/A",1658431515.27496
"478","Black or African American, American Indian or Alaska Native","Male",NA,"$70,000 - $79,999","No","Neither Comfortable nor Uncomfortable",1658431488.23167,"25d2e7ecf174bb5b6255b9532f8c919f","4 year degree","Democratic","Somewhat Liberal","No","TX","No","No",1658430805.92118
"479","Black or African American, American Indian or Alaska Native","Male",NA,"$70,000 - $79,999","No","Neither Comfortable nor Uncomfortable",1658431488.23167,"25d2e7ecf174bb5b6255b9532f8c919f","4 year degree","Democratic","Somewhat Liberal","No","TX","No","N/A",1658431515.27496
"480","White","Female",58,"$90,000 - $99,999","Yes","Slightly Comfortable",1658431724.93903,"a33b5a14a49a37b5838a882043a085ee","4 year degree","No consistent preference","Middle of the Road","No","AZ","No","N/A",1658431739.43397
"481","White","Female",63,"$60,000 - $69,999","No","Neither Comfortable nor Uncomfortable",1658431838.99121,"59a3a7156a994b7c03b91ba0c1b30c88","Some college","Republican","Very Conservative","No","TX","Yes","Yes",1658431862.71164
"482","White","Male",77,"$70,000 - $79,999","No","Extremely Comfortable",1658432019.48397,"20cbc3a9f6db44351d8820206a4a1a63","4 year degree","No consistent preference","Somewhat Conservative","No","VA","Yes","Yes",1658432059.29581
"483","White","Male",NA,"$50,000 - $59,999","No","Neither Comfortable nor Uncomfortable",1658432046.81266,"0b35f28e330e1054412f40c666e9ee61","Professional degree","Democratic","Somewhat Liberal","No","NV","Yes","No",1658432105.67116
"484","White","Male",38,"More than $150,000","Yes","Moderately Comfortable",1658432077.72485,"b5c29bb0677c76dc2f8282bf144483a5","Professional degree","Democratic","Very Liberal","Yes","PA","No","N/A",1658432099.35217
"485","White","Female",49,"$40,000 - $49,999","No","Extremely Uncomfortable",1658432348.96047,"b133ad2c1124dee067766343ad1571a7","High school graduate","No consistent preference","Middle of the Road","Yes","FL","No","N/A",1658432396.14427
"486","White","Male",NA,"$10,000 - $19,999","Yes","Extremely Comfortable",1658433137.9329,"ef0c3bb0d488f9ccce7eecfb078bc810","Some college","Republican","Somewhat Conservative","No","TX","Yes","Yes",1658433162.89524
"487","White","Female",66,"$10,000 - $19,999","Yes","Neither Comfortable nor Uncomfortable",1658433663.78821,"f6fea1c44a378063a9e955a5a81b1405","Some college","No consistent preference","Middle of the Road","No","CA","Yes","Yes",1658433709.69756
"488","White","Male",35,"Less than $10,000","No","Extremely Comfortable",1658433693.60825,"942d5d4830dd178de58b66c323ff536b","4 year degree","No consistent preference","Middle of the Road","No","CA","No","N/A",1658433714.41553
"489","White","Female",63,"$10,000 - $19,999","No","Slightly Uncomfortable",1658434121.42943,"ced3792f761123b48c81d1f2743d7001","Some college","Democratic","Somewhat Liberal","No","IN","No","N/A",1658434150.83776
"490","White","Male",66,"$50,000 - $59,999","Yes","Extremely Comfortable",1658434234.59156,"643ba36ca3d621ab78beed3ce225534f","Some college","Republican","Somewhat Conservative","No","MD","No","N/A",1658434280.8954
"491","White","Male",61,"More than $150,000","No","Slightly Comfortable",1658434266.87226,"3328c9dbf6a533e80d0cb91b616fca76","Professional degree","Republican","Somewhat Conservative","No","WA","No","N/A",1658434302.79165
"492","White","Male",40,"More than $150,000","Yes","Moderately Comfortable",1658434301.5414,"14a7325addab3e4b7be688390f34b096","2 year degree","Democratic","Very Liberal","Yes","CA","No","N/A",1658434316.17939
"493","White","Male",75,"$20,000 - $29,999","Yes","Extremely Comfortable",1658434386.69972,"0bdfc0ad1a8312d7428be50fa5df8304","High school graduate","Republican","Very Conservative","Yes","MO","No","N/A",1658434436.56677
"494","White","Male",57,"$100,000 - $149,999","No","Slightly Uncomfortable",1658435305.82054,"4ad343943d6ad7e90e6ccae409368d0c","4 year degree","Republican","Very Conservative","Yes","MI","Yes","Yes",1658435348.47893
"495","White","Female",NA,"$40,000 - $49,999","No","Extremely Uncomfortable",1658435381.6843,"fdb6b672f8f5ef8784328657c5cd1360","4 year degree","Democratic","Somewhat Liberal","Yes","IL","No","N/A",1658435417.70447
"496","White","Male",39,"$30,000 - $39,999","No","Slightly Uncomfortable",1658435565.33389,"09209857d2d7ba273311b63a2c584fbe","Professional degree","Democratic","Very Liberal","Yes","NM","No","N/A",1658435589.7014
"497","White","Male",53,"$100,000 - $149,999","No","Slightly Comfortable",1658435730.34182,"5e598753907d871d910734dec7c868f5","4 year degree","Republican","Somewhat Conservative","No","IN","Yes","Yes",1658435763.26538
"498","Asian","Female",NA,"$80,000 - $89,999","No","Extremely Uncomfortable",1658435753.43764,"1366cd487d20d6e173f3839be0535075","Professional degree","Democratic","Somewhat Liberal","No","IL","No","N/A",1658435804.52189
"499","Asian","Male",38,"$100,000 - $149,999","No","Slightly Comfortable",1658435911.48938,"f8eb8e4ae0515618744b24ec3a7eb2ec","4 year degree","Democratic","Somewhat Liberal","No","IL","No","N/A",1658435936.11752
"500","Black or African American","Female",50,"$30,000 - $39,999","No","Slightly Comfortable",1658436045.78429,"6cccd13b1284bb8623b60f342cc28243","4 year degree","Democratic","Somewhat Conservative","Yes","GA","Yes","Yes",1658436070.6261
"501","White","Female",52,"$90,000 - $99,999","Yes","Slightly Comfortable",1658436146.80172,"22d86957686c23247dfb4f0a69dfa2a7","Some college","Republican","Somewhat Conservative","No","PA","No","N/A",1658436171.23568
"502","White","Female",52,"$90,000 - $99,999","Yes","Slightly Comfortable",1658436146.80172,"22d86957686c23247dfb4f0a69dfa2a7","Some college","Republican","Somewhat Conservative","No","PA","No","N/A",1658436701.12437
"503","White","Female",52,"$90,000 - $99,999","Yes","Slightly Comfortable",1658436681.77917,"22d86957686c23247dfb4f0a69dfa2a7","Some college","Republican","Somewhat Conservative","No","PA","No","N/A",1658436171.23568
"504","White","Female",52,"$90,000 - $99,999","Yes","Slightly Comfortable",1658436681.77917,"22d86957686c23247dfb4f0a69dfa2a7","Some college","Republican","Somewhat Conservative","No","PA","No","N/A",1658436701.12437
"506","White","Female",59,"$60,000 - $69,999","No","Neither Comfortable nor Uncomfortable",1658437376.93773,"edc714c10a8ad092725787dddbaa3134","4 year degree","No consistent preference","Middle of the Road","No","PA","No","N/A",1658437398.40822
"507","White","Female",61,"$90,000 - $99,999","No","Neither Comfortable nor Uncomfortable",1658437532.26419,"cfc905ed09eeef16adc2f4601e80198d","Professional degree","Democratic","Very Liberal","No","CA","No","N/A",1658437547.11777
"508","White","Female",57,"$70,000 - $79,999","No","Neither Comfortable nor Uncomfortable",1658437665.61818,"261d4634625e75278de7c56f1e1ccad1","4 year degree","Democratic","Very Liberal","No","CA","Yes","Yes",1658437693.32318
"509","White","Female",61,"$70,000 - $79,999","Yes","Moderately Comfortable",1658437876.81722,"37adb7ef2862638d64216dcb7e7c52ab","4 year degree","Republican","Somewhat Conservative","Yes","AL","Yes","Yes",1658437905.14988
"510","White","Female",74,"$30,000 - $39,999","No","Extremely Uncomfortable",1658437909.87997,"35a8f87fac28310ad9bc08f74eec5eb8","4 year degree","Democratic","Somewhat Liberal","No","CA","No","N/A",1658437938.46784
"511","White","Male",55,"More than $150,000","Yes","Moderately Comfortable",1658444892.95972,"76ba749275f76cc280695a17568360e9","Professional degree","No consistent preference","Middle of the Road","Yes","GA","Yes","N/A",1658444924.98433
"512","White, Hispanic","Male",64,"$10,000 - $19,999","No","Moderately Comfortable",1658446642.05038,"fce7022bfa98149f92de883f15e7e560","Some college","Republican","Somewhat Conservative","No","MI","No","N/A",1658446683.58658
"513","White","Female",55,"$90,000 - $99,999","No","Moderately Comfortable",1658447064.92306,"56571c07da22c0dc3cde798bb9159a75","4 year degree","Democratic","Somewhat Liberal","No","FL","No","N/A",1658447098.90049
"514","White","Female",56,"$60,000 - $69,999","No","Slightly Uncomfortable",1658448092.272,"2f98bb597f67f71883894a8e7c480dc2","High school graduate","Republican","Middle of the Road","No","AZ","No","N/A",1658448145.60323
"515","White","Female",55,"$80,000 - $89,999","No","Slightly Comfortable",1658448092.6233,"d6b387f53f686f2827d014d0ffb8aaa5","4 year degree","Democratic","Somewhat Liberal","No","IL","No","N/A",1658448112.65622
"516","White","Male",65,"$30,000 - $39,999","No","Neither Comfortable nor Uncomfortable",1658448154.63107,"c60babd73018c2a691429f931d5940ad","Some college","No consistent preference","Middle of the Road","No","FL","No","N/A",1658448186.54591
"517","White","Female",49,"$60,000 - $69,999","No","Slightly Uncomfortable",1658449001.49535,"7df49031fe2a94ab7fa502390dbc9275","4 year degree","Democratic","Somewhat Liberal","No","WI","No","N/A",1658449029.32391
"518","White","Female",64,"$20,000 - $29,999","Yes","Slightly Uncomfortable",1658449175.20647,"3aedbba3dfda70a5824a904d25c87e40","Some college","Republican","Middle of the Road","Yes","MS","Yes","Yes",1658449229.88093
"520","White","Female",45,"$70,000 - $79,999","Yes","Moderately Comfortable",1658449886.1137,"77e695720f54ae0c80178d1a6195cba2","Professional degree","Republican","Somewhat Conservative","No","IN","No","N/A",1658449971.09679
"521","White","Male",51,"More than $150,000","Yes","Moderately Comfortable",1658449937.20712,"6e8ecc0b77d1d0ef4a522978d51c2a71","High school graduate","Republican","Somewhat Conservative","No","MI","No","N/A",1658449968.45601
"522","Black or African American","Female",74,"$50,000 - $59,999","No","Neither Comfortable nor Uncomfortable",1658449964.19155,"82500a55004489a3d52bc71438aef158","4 year degree","Democratic","Very Liberal","No","SC","Yes","N/A",1658450006.03142
"523","White","Female",50,"$10,000 - $19,999","No","Extremely Uncomfortable",1658449989.69187,"10cdfe349a3d273c7c96341361f51584","Some college","No consistent preference","Middle of the Road","Yes","WA","No","N/A",1658450022.56739
"524","White","Male",66,"$60,000 - $69,999","No","Moderately Comfortable",1658449997.05108,"d74ee24dfa92ac12180fbd84ad9247fc","4 year degree","Democratic","Very Liberal","No","FL","No","N/A",1658450020.17341
"525","White","Male",51,"$30,000 - $39,999","No","Neither Comfortable nor Uncomfortable",1658450040.64112,"b8c987c8ae4d00fe0b2a778427ffde19","Doctorate","Republican","Somewhat Conservative","No","VA","No","N/A",1658450061.43531
"526","White","Male",66,"$60,000 - $69,999","Yes","Moderately Comfortable",1658450121.83402,"bf263f841d002a08e80ea2d5fb0148fd","4 year degree","Republican","Somewhat Conservative","No","CO","No","N/A",1658450158.03995
"527","White","Male",62,"$90,000 - $99,999","Yes","Extremely Comfortable",1658450240.44679,"4d85250c3ed0ee0054d802c35b1482c1","Professional degree","Republican","Somewhat Conservative","No","GA","Yes","No",1658450339.97721
"528","White","Female",49,"$100,000 - $149,999","No","Slightly Comfortable",1658450276.39009,"4169b9d6d833038376d04b11f1d41f3f","Professional degree","Democratic","Very Liberal","No","CA","No","N/A",1658450308.60717
"529","White","Female",60,"$60,000 - $69,999","Yes","Slightly Comfortable",1658451130.06159,"d51fa91a51641b41f6208f0c8ef177b5","Some college","Republican","Somewhat Conservative","No","NC","No","N/A",1658451156.20065
"530","White","Male",55,"$80,000 - $89,999","Yes","Extremely Comfortable",1658451143.74994,"b32867041d9c0b8d5a2102b45b2cf89f","4 year degree","Republican","Somewhat Conservative","Yes","LA","Yes","Yes",1658451204.02466
