"","...1","guilty","strength","gunstrength","probability","gunprob","check1","firetestcred","algtestcred","overrel","examrel","algrel","examsci","oversci","algsci","expunder","algunder","mistakes","firerel","check2","firesci","unique","harm","time","scenario_number","algorithm","picture","conclusion","typos","clean_prints"
"423",437,"No","6.0","8.0",60,85,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658349628.52325,4,"No","Yes","Match","Uncorrected",157
"424",438,"No","3.0","2.0",18,15,"9mm","Moderately credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Weakly scientific","Yes","The errors are equally bad",1658350185.75484,2,"No","No","Inconclusive","Uncorrected",224
"425",439,"No","2.0","2.0",10,26,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658350498.95456,5,"No","Yes","Inconclusive","Uncorrected",161
"426",440,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",1,1,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658350579.85401,3,"No","No","NoMatch","Uncorrected",535
"427",441,"No","2.0","2.0",50,49,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658350618.43562,6,"No","Yes","NoMatch","Uncorrected",296
"428",442,"No","5 <br/> Moderately strong","7.0",70,90,"9mm","Moderately credible",NA,NA,"Weakly reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658351487.01539,1,"No","No","Match","Uncorrected",523
"429",443,"No","2.0","3.0",14,13,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658351740.40604,3,"No","No","NoMatch","Uncorrected",384
"430",444,"No","7.0","8.0",95,98,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"3 <br/> I understood about half of the method",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658352247.43122,1,"No","No","Match","Uncorrected",76
"431",445,"No","2.0","1 <br/> Not at all strong",15,5,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658352483.42092,6,"No","Yes","NoMatch","Uncorrected",81
"432",446,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",5,3,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Weakly reliable","Extremely scientific","Yes","The errors are equally bad",1658353132.51408,6,"No","Yes","NoMatch","Uncorrected",222
"433",447,"No","4.0","9 <br/> Extremely strong",65,99,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658354527.96243,1,"No","No","Match","Uncorrected",47
"434",448,"No","2.0","2.0",15,15,"9mm","Weakly credible",NA,NA,"Extremely reliable",NA,"Weakly scientific",NA,NA,"4.0",NA,"Rarely","Extremely reliable","Moderately reliable","Weakly scientific","Yes","The errors are equally bad",1658354648.61066,3,"No","No","NoMatch","Uncorrected",579
"435",449,"No","3.0","3.0",50,50,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Rarely","Weakly reliable","Moderately reliable","Moderately scientific","Yes","Failing to convict a guilty person",1658354703.68904,2,"No","No","Inconclusive","Uncorrected",418
"436",450,"No","5 <br/> Moderately strong","5 <br/> Moderately strong",48,57,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Occasionally","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658355097.27026,4,"No","Yes","Match","Uncorrected",506
"437",451,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",10,3,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"4.0",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658355466.05399,6,"No","Yes","NoMatch","Uncorrected",573
"438",452,"No","4.0","3.0",40,40,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Extremely scientific","Yes","Failing to convict a guilty person",1658356005.69819,3,"No","No","NoMatch","Uncorrected",349
"439",453,"No","5 <br/> Moderately strong","5 <br/> Moderately strong",40,50,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Frequently","Weakly reliable","Moderately reliable","Weakly scientific","Yes","Erroneously convicting an innocent person",1658356387.78793,4,"No","Yes","Match","Uncorrected",10
"440",454,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",1,1,"9mm","Moderately credible",NA,NA,"Weakly reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Occasionally","Weakly reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658356756.99319,6,"No","Yes","NoMatch","Uncorrected",521
"441",455,"No","2.0","2.0",5,5,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658357291.28863,2,"No","No","Inconclusive","Uncorrected",562
"442",456,"Yes","9 <br/> Extremely strong","9 <br/> Extremely strong",98,98,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658357623.375,4,"No","Yes","Match","Uncorrected",377
"443",457,"No","2.0","2.0",4,3,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658358673.00891,3,"No","No","NoMatch","Uncorrected",74
"444",458,"No","2.0","1 <br/> Not at all strong",15,5,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"2.0",NA,"Occasionally","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658358771.02441,2,"No","No","Inconclusive","Uncorrected",184
"445",459,"Yes","6.0","8.0",98,98,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658360904.94053,1,"No","No","Match","Uncorrected",120
"446",460,"No","2.0","2.0",5,3,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"3 <br/> I understood about half of the method",NA,"Occasionally","Moderately reliable","Moderately reliable","Weakly scientific","Yes","Erroneously convicting an innocent person",1658361292.03465,3,"No","No","NoMatch","Uncorrected",340
"447",461,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",10,0,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"3 <br/> I understood about half of the method",NA,"Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658361789.54319,3,"No","No","NoMatch","Uncorrected",485
"448",462,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",20,20,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Occasionally","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658361834.04159,3,"No","No","NoMatch","Uncorrected",121
"449",463,"Yes","5 <br/> Moderately strong","5 <br/> Moderately strong",80,78,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"3 <br/> I understood about half of the method",NA,"Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658361943.871,4,"No","Yes","Match","Uncorrected",134
"450",464,"Yes","9 <br/> Extremely strong","9 <br/> Extremely strong",98,98,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658362226.7916,1,"No","No","Match","Uncorrected",130
"451",465,"Yes","7.0","8.0",95,95,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658362351.48707,1,"No","No","Match","Uncorrected",178
"452",466,"No","4.0","2.0",29,20,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Neither scientific nor unscientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Weakly scientific","Yes","The errors are equally bad",1658363197.03242,2,"No","No","Inconclusive","Uncorrected",500
"453",467,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",10,2,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Rarely","Moderately reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658363375.99916,6,"No","Yes","NoMatch","Uncorrected",70
"454",468,"Yes","7.0","6.0",70,60,"9mm","Weakly noncredible",NA,NA,"Weakly unreliable",NA,"Extremely unscientific",NA,NA,"3 <br/> I understood about half of the method",NA,"Occasionally","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658363780.03806,1,"No","No","Match","Uncorrected",268
"455",469,"No","3.0","2.0",17,20,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Extremely scientific",NA,NA,"4.0",NA,"Rarely","Moderately reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658365050.75156,5,"No","Yes","Inconclusive","Uncorrected",12
"456",470,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",20,11,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658365077.11739,5,"No","Yes","Inconclusive","Uncorrected",248
"457",471,"No","9 <br/> Extremely strong","1 <br/> Not at all strong",10,5,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Moderately unscientific",NA,NA,"4.0",NA,"Sometimes","Moderately unreliable","Moderately reliable","Moderately unscientific","No","Erroneously convicting an innocent person",1658365123.00273,3,"No","No","NoMatch","Uncorrected",446
"458",472,"Yes","7.0","8.0",89,90,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658365161.60377,4,"No","Yes","Match","Uncorrected",409
"459",473,"Yes","6.0","8.0",70,80,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658366980.06512,1,"No","No","Match","Uncorrected",308
"460",474,"Yes","8.0","9 <br/> Extremely strong",75,95,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Sometimes","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658367195.12709,2,"No","No","Inconclusive","Uncorrected",27
"461",475,"No","3.0","5 <br/> Moderately strong",90,97,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"4.0",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Failing to convict a guilty person",1658367980.10444,5,"No","Yes","Inconclusive","Uncorrected",565
"462",476,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",26,21,"9mm","Moderately noncredible",NA,NA,"Moderately unreliable",NA,"Extremely unscientific",NA,NA,"4.0",NA,"Frequently","Moderately unreliable","Moderately reliable","Moderately unscientific","Yes","The errors are equally bad",1658368567.63518,2,"No","No","Inconclusive","Uncorrected",357
"463",477,"No","3.0","4.0",50,50,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Weakly scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Weakly reliable","Moderately reliable","Weakly scientific","Yes","Erroneously convicting an innocent person",1658369100.75043,3,"No","No","NoMatch","Uncorrected",353
"464",478,"No","5 <br/> Moderately strong","5 <br/> Moderately strong",70,70,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658369447.78465,4,"No","Yes","Match","Uncorrected",98
"465",479,"No","2.0","2.0",20,15,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658371327.35524,5,"No","Yes","Inconclusive","Uncorrected",241
"466",480,"No","7.0","9 <br/> Extremely strong",70,94,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Weakly scientific",NA,NA,"4.0",NA,"Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658413703.28627,4,"No","Yes","Match","Corrected",476
"467",481,"Yes","5 <br/> Moderately strong","5 <br/> Moderately strong",65,61,"9mm","Neither credible nor noncredible",NA,NA,"Neither reliable nor unreliable",NA,"Moderately unscientific",NA,NA,"3 <br/> I understood about half of the method",NA,"Sometimes","Neither reliable nor unreliable","Weakly reliable","Neither scientific nor unscientific","Yes","Erroneously convicting an innocent person",1658414922.15975,2,"No","No","Inconclusive","Corrected",77
"468",482,"No","2.0","2.0",5,1,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658414925.00249,3,"No","No","NoMatch","Corrected",93
"469",483,"Yes","9 <br/> Extremely strong","9 <br/> Extremely strong",100,100,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Failing to convict a guilty person",1658415256.86069,4,"No","Yes","Match","Corrected",343
"470",484,"Yes","7.0","9 <br/> Extremely strong",75,95,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"4.0",NA,"Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658415403.33107,4,"No","Yes","Match","Corrected",48
"471",485,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",10,1,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658416111.46672,2,"No","No","Inconclusive","Corrected",180
"472",486,"No","5 <br/> Moderately strong","2.0",50,50,"9mm","Moderately noncredible",NA,NA,"Moderately unreliable",NA,"Moderately unscientific",NA,NA,"4.0",NA,"Rarely","Moderately unreliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658421765.46727,2,"No","No","Inconclusive","Corrected",486
"473",487,"No","5 <br/> Moderately strong","5 <br/> Moderately strong",75,75,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"4.0",NA,"Rarely","Moderately reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658423155.47696,2,"No","No","Inconclusive","Corrected",292
"474",488,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",0,0,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Occasionally","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658423399.79794,2,"No","No","Inconclusive","Corrected",213
"475",489,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",3,3,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658423480.44608,2,"No","No","Inconclusive","Corrected",309
"476",490,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",0,50,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658424110.06722,5,"No","Yes","Inconclusive","Corrected",138
"477",491,"No","2.0","2.0",5,5,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658425956.12291,3,"No","No","NoMatch","Corrected",472
"478",492,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",0,0,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658426189.94643,3,"No","No","NoMatch","Corrected",558
"479",493,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",5,4,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658426311.14664,6,"No","Yes","NoMatch","Corrected",84
"480",494,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",2,2,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658427465.44146,2,"No","No","Inconclusive","Corrected",125
"481",495,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",50,50,"9mm","Moderately credible",NA,NA,"Extremely unreliable",NA,"Weakly scientific",NA,NA,"4.0",NA,"Rarely","Weakly reliable","Moderately reliable","Weakly scientific","Yes","The errors are equally bad",1658429029.48285,1,"No","No","Match","Corrected",72
"482",496,"No","6.0","7.0",85,85,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658429372.17781,6,"No","Yes","NoMatch","Corrected",566
"483",497,"No","4.0","4.0",40,40,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Weakly scientific",NA,NA,"5 <br/> I understood everything",NA,"Sometimes","Weakly reliable","Moderately reliable","Weakly scientific","No","The errors are equally bad",1658429491.56453,2,"No","No","Inconclusive","Corrected",522
"484",498,"No","2.0","2.0",10,10,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Moderately unscientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658430802.86994,3,"No","No","NoMatch","Corrected",405
"485",499,"No","2.0","1 <br/> Not at all strong",30,15,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Occasionally","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658430879.19528,5,"No","Yes","Inconclusive","Corrected",425
"486",500,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",5,5,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Occasionally","Moderately unreliable","Moderately reliable","Moderately unscientific","Yes","Erroneously convicting an innocent person",1658431042.25954,5,"No","Yes","Inconclusive","Corrected",541
"487",501,"No","2.0","1 <br/> Not at all strong",0,0,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658432769.76639,3,"No","No","NoMatch","Corrected",90
"488",502,"No","3.0","5 <br/> Moderately strong",28,59,"9mm","Moderately credible",NA,NA,"Weakly unreliable",NA,"Weakly scientific",NA,NA,"4.0",NA,"Rarely","Weakly unreliable","Moderately reliable","Weakly scientific","Yes","Erroneously convicting an innocent person",1658432908.97511,4,"No","Yes","Match","Corrected",100
"489",503,"Yes","8.0","9 <br/> Extremely strong",90,100,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658434705.40844,4,"No","Yes","Match","Corrected",59
"490",504,"No","4.0","1 <br/> Not at all strong",15,10,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Rarely","Moderately reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658434917.97505,6,"No","Yes","NoMatch","Corrected",581
"491",505,"Yes","8.0","8.0",92,94,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658434993.64441,4,"No","Yes","Match","Corrected",492
"492",506,"Yes","8.0","9 <br/> Extremely strong",80,98,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658435240.67994,4,"No","Yes","Match","Corrected",127
"493",507,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",5,2,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658435263.49617,5,"No","Yes","Inconclusive","Corrected",31
"494",508,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",0,0,"9mm","Extremely noncredible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"4.0",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658435828.43273,3,"No","No","NoMatch","Corrected",437
"495",509,"Yes","5 <br/> Moderately strong","5 <br/> Moderately strong",62,50,"9mm","Extremely noncredible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"3 <br/> I understood about half of the method",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658436008.29641,1,"No","No","Match","Corrected",600
"496",510,"No","5 <br/> Moderately strong","5 <br/> Moderately strong",89,89,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Occasionally","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658438088.72828,1,"No","No","Match","Corrected",497
"497",511,"No","8.0","8.0",90,91,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658438676.18279,4,"No","Yes","Match","Corrected",139
"498",512,"No","1 <br/> Not at all strong","3.0",30,36,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Occasionally","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658445571.59825,2,"No","No","Inconclusive","Corrected",288
"499",513,"No","1 <br/> Not at all strong","3.0",30,36,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Occasionally","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658445571.59825,2,"No","No","Inconclusive","Corrected",288
"500",514,"Yes","8.0","9 <br/> Extremely strong",91,95,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658450389.93018,4,"No","Yes","Match","Corrected",144
"501",515,"Yes","9 <br/> Extremely strong","9 <br/> Extremely strong",50,96,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"4.0",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658450581.56179,1,"No","No","Match","Corrected",314
"502",516,"No","2.0","2.0",4,3,"9mm","Extremely credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Sometimes","Neither reliable nor unreliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658450635.72037,6,"No","Yes","NoMatch","Corrected",462
"503",518,"Yes","7.0","6.0",90,90,"9mm","Moderately credible",NA,NA,"Weakly unreliable",NA,"Moderately scientific",NA,NA,"5 <br/> I understood everything",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658450669.31708,2,"No","No","Inconclusive","Corrected",50
"504",519,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",0,0,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Extremely scientific",NA,NA,"5 <br/> I understood everything",NA,"Occasionally","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658450726.44366,6,"No","Yes","NoMatch","Corrected",293
"505",520,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",1,1,"9mm","Extremely credible",NA,NA,"Extremely reliable",NA,"Extremely scientific",NA,NA,"4.0",NA,"Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658450810.17452,2,"No","No","Inconclusive","Corrected",515
"506",521,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",2,2,"9mm","Moderately credible",NA,NA,"Moderately reliable",NA,"Moderately scientific",NA,NA,"4.0",NA,"Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658450986.87474,6,"No","Yes","NoMatch","Corrected",153
